UNID,NoteID,ParentUNID,Created,Modified,LastUpdatedBy,Attachments,CaseNumber,Stage,Source,AuthFileName,AuthFileLine,AuthorizationDate,EnteredDate,EnteredBy,Priority,ServiceNumber,VeteranLastName,VeteranFirstName,VeteranMI,VeteranRank,Branch,ServiceFrom,ServiceTo,Era,Deceased,RequesterKey,RequesterName,Relationship,AssignedCSR,LineCount,EngravingRequired,EngravingDate,EngravingJobNumber,AssemblyDate,QCResult,WarehouseDate,PickBin,ShippedDate,TrackingNumber,ClosedDate,DaysOpen,AgingFlag,HoldReason,StageBeforeHold,ShipToName,ShipToStreet,ShipToCity,ShipToState,ShipToZIP,Remarks,StatusHistory,DocReaders,DocAuthors,LookupKey,DaysInStage,LastModifiedBy,LastModifiedDate,AgingLastEval
40481BE2BC37517D2132581CDE1E70D3,9522,,08/04/2008 15:41:56,09/10/2008 22:41:56,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,VMA-2008-000060,Closed,NPRC,nprc_awd_20080321_b43.dat,267,03/21/2008,08/04/2008,CN=HRC-Transfer/OU=Agents/O=TACOM,Routine,RA 14 606 797,Ellsworthy,Leonard,D,SGM,Army National Guard,12/23/1952,02/07/1957,Korea,Yes,RQ002441,Hector Ellsworthy,Son,CN=Ret Hamlin/OU=CHPSID/O=TACOM,2,Yes,08/07/2008 17:41:56,ENG-2008-00838,08/10/2008 17:41:56,Pass,08/17/2008 20:41:56,C-05-5,08/21/2008 21:41:56,9405 5991 5192 1007 3347 41,09/10/2008 22:41:56,37,,,,Hector Ellsworthy,5251 Spruce Ave,Indianapolis,IN,46215,Replacement set - originals lost in house fire per requester.,08/04/2008 15:41 | (new) -> Authorized | HRC-Transfer;08/07/2008 17:41 | Authorized -> Engraving | Ret Hamlin;08/10/2008 17:41 | Engraving -> Assembly/QC | Hector Amundsen;08/17/2008 20:41 | Assembly/QC -> Warehouse | Ignatius Pardo;08/21/2008 21:41 | Warehouse -> Shipped | Yolanda Strickland-Oby;09/10/2008 22:41 | Shipped -> Closed | Ret Hamlin,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Ret Hamlin/OU=CHPSID/O=TACOM,[TACOM];[CSR];[Admin],ELLSWORTHY|LEONARD|46215,0,CN=Ret Hamlin/OU=CHPSID/O=TACOM,09/10/2008 22:41:56,
DE5E31FA48CE74F1E1CB7FEEECC03C47,952E,,07/06/2026 11:08:07,07/16/2026 13:08:07,CN=HAAS-APP01/O=TACOM,,VMA-2026-000360,Assembly/QC,HRC,HRC_AWD_20111212_1.txt,308,12/12/2011,07/06/2026,CN=HRC-Transfer/OU=Agents/O=TACOM,Routine,RA 17 508 250,Nethercott,Christopher,,SPC,Army National Guard,12/02/1948,09/02/1952,Korea,Yes,RQ000080,Mildred Nethercott,Spouse,CN=Ret Hamlin/OU=CHPSID/O=TACOM,2,No,,,07/16/2026 13:08:07,Pass,,,,,,57,,,,Mildred Nethercott,9490 Cedar St,Memphis,TN,38160,,07/06/2026 11:08 | (new) -> Authorized | HRC-Transfer;07/16/2026 13:08 | Authorized -> Assembly/QC | Benedetta Kowalczyk,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Ret Hamlin/OU=CHPSID/O=TACOM,[TACOM];[CSR];[Admin],NETHERCOTT|CHRISTOPHER|38160,47,CN=Benedetta Kowalczyk/OU=CHPSID/O=TACOM,07/16/2026 13:08:07,09/01/2026 02:30:00
346904531F23E7FAA40182042AE4FFFA,953A,,04/09/2010 07:38:53,05/13/2010 18:38:53,CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM,,VMA-2010-000050,Closed,HRC,HRC_AWD_20081006_6.txt,193,10/06/2008,04/09/2010,CN=HRC-Transfer/OU=Agents/O=TACOM,Routine,***-**-7306,Lockridge,Amanda,A,PFC,Regular Army,02/17/1986,08/07/1989,Gulf War,No,RQ001808,Amanda Lockridge,Self,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,3,No,,,04/15/2010 08:38:53,Pass,04/23/2010 12:38:53,E-23-5,04/30/2010 16:38:53,9405 5795 3309 6691 2745 30,05/13/2010 18:38:53,34,,,,Amanda Lockridge,8770 Spruce Ct,Baltimore,MD,21265,,04/09/2010 07:38 | (new) -> Authorized | HRC-Transfer;04/15/2010 08:38 | Authorized -> Assembly/QC | Ret Hamlin;04/23/2010 12:38 | Assembly/QC -> Warehouse | Ignatius Pardo;04/30/2010 16:38 | Warehouse -> Shipped | Yolanda Strickland-Oby;05/13/2010 18:38 | Shipped -> Closed | Renata Vasquez-Holm,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,[TACOM];[CSR];[Admin],LOCKRIDGE|AMANDA|21265,0,CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM,05/13/2010 18:38:53,
B115901DE80AFD6442FCA9F08E1B5FF7,954A,,07/03/2024 07:35:56,08/20/2024 10:35:56,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,VMA-2024-000069,Cancelled,HRC,HRC_AWD_20150417_1.txt,242,04/17/2015,07/03/2024,CN=HRC-Transfer/OU=Agents/O=TACOM,Routine,RA 17 774 414,Lindquarry,Matthew J,J,CPL,Army of the United States,02/19/1962,04/14/1966,Vietnam,No,RQ001647,Matthew J Lindquarry,Self,CN=Ret Hamlin/OU=CHPSID/O=TACOM,2,Yes,,,,,,,,,,48,,,,Matthew J Lindquarry,1132 Patton Pl Apt 40D,Seattle,WA,98167-2730,,07/03/2024 07:35 | (new) -> Authorized | HRC-Transfer;08/20/2024 10:35 | Authorized -> Cancelled | Ret Hamlin,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Ret Hamlin/OU=CHPSID/O=TACOM,[TACOM];[CSR];[Admin],LINDQUARRY|MATTHEW J|98167,0,CN=Ret Hamlin/OU=CHPSID/O=TACOM,08/20/2024 10:35:56,
02F3F0B1DC57BEE4BD76DF8684A81B36,9556,,07/22/2026 15:34:24,07/22/2026 15:34:24,CN=HAAS-APP01/O=TACOM,,VMA-2026-000361,Authorized,NPRC,nprc_awd_20100804_b92.dat,196,08/04/2010,07/22/2026,CN=HRC-Transfer/OU=Agents/O=TACOM,Expedite,34 820 422,Cartlewood,Jessica,,T/5,Army of the United States,05/02/1940,12/14/1942,World War II,Yes,RQ000079,Patricia Cartlewood,Daughter,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,1,No,,,,,,,,,,41,,,,Patricia Cartlewood,3682 Dogwood Blvd,Honolulu,HI,96894,Requester called to confirm address.,07/22/2026 15:34 | (new) -> Authorized | HRC-Transfer,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,[TACOM];[CSR];[Admin],CARTLEWOOD|JESSICA|96894,41,CN=HRC-Transfer/OU=Agents/O=TACOM,07/22/2026 15:34:24,09/01/2026 02:30:00
6C808475FC4809B222E9AB7CB31CE636,955E,,04/11/2012 12:26:21,05/22/2012 01:26:21,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,VMA-2012-000079,Closed,NPRC,nprc_awd_20080321_b43.dat,153,03/21/2008,04/11/2012,CN=HRC-Transfer/OU=Agents/O=TACOM,Routine,***-**-1410,Rockwell-Sayre,Christopher,,CPL,Army National Guard,07/12/1984,04/19/1989,Cold War,No,RQ002346,Christopher Rockwell-Sayre,Self,CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM,5,No,,,04/27/2012 17:26:21,Pass,05/05/2012 20:26:21,D-11-3,05/08/2012 23:26:21,9405 5123 6669 8146 7511 60,05/22/2012 01:26:21,41,,,,Christopher Rockwell-Sayre,8340 Dogwood Ct,Kansas City,MO,64191,NOK provided DD-214 copy.,04/11/2012 12:26 | (new) -> Authorized | HRC-Transfer;04/27/2012 17:26 | Authorized -> Assembly/QC | Benedetta Kowalczyk;05/05/2012 20:26 | Assembly/QC -> Warehouse | Tamsin Greylock;05/08/2012 23:26 | Warehouse -> Shipped | Yolanda Strickland-Oby;05/22/2012 01:26 | Shipped -> Closed | Lorraine Whitcombe,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM,[TACOM];[CSR];[Admin],ROCKWELL-SAYRE|CHRISTOPHER|64191,0,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,05/22/2012 01:26:21,
6DD19FFEE997443480BD0B57D3381BCB,9576,,10/01/2007 17:54:34,10/30/2007 01:54:34,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,VMA-2007-000060,Closed,HRC,HRC_AWD_20060206_5.txt,46,2/6/2006,10/01/2007,CN=HRC-Transfer/OU=Agents/O=TACOM,Routine,***-**-8451,Palomares,Daniel,C,CW4,Army Reserve,05/23/2013,07/29/2018,Global War on Terrorism,No,RQ001982,Hector Palomares,Sibling,CN=Benedetta Kowalczyk/OU=CHPSID/O=TACOM,3,No,,,10/12/2007 20:54:34,Pass,10/21/2007 21:54:34,B-11-4,10/24/2007 00:54:34,9405 5793 1480 1947 4094 87,10/30/2007 01:54:34,29,,,,Hector Palomares,7074 Veterans Memorial Ter,Phoenix,AZ,85055-4829,NOK provided DD-214 copy.,10/01/2007 17:54 | (new) -> Authorized | HRC-Transfer;10/12/2007 20:54 | Authorized -> Assembly/QC | Dwayne Petrakis;10/21/2007 21:54 | Assembly/QC -> Warehouse | Ignatius Pardo;10/24/2007 00:54 | Warehouse -> Shipped | Cletus Marchbanks;10/30/2007 01:54 | Shipped -> Closed | Lorraine Whitcombe,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Benedetta Kowalczyk/OU=CHPSID/O=TACOM,[TACOM];[CSR];[Admin],PALOMARES|DANIEL|85055,0,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,10/30/2007 01:54:34,
CA54AA75598A96EE36FB27BE97C30338,9586,,06/23/2025 17:45:35,07/21/2025 05:45:35,CN=HAAS-APP01/O=TACOM,,VMA-2025-000083,On Hold,NPRC,nprc_awd_20050412_b12.dat,134,04/12/2005,06/23/2025,CN=HRC-Transfer/OU=Agents/O=TACOM,Routine,***-**-4282,Vosburgh,Jeffrey,R,2LT,Regular Army,09/07/2001,06/24/2007,Global War on Terrorism,No,RQ000862,Jeffrey Vosburgh,Self,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,3,Yes,07/01/2025 19:45:35,ENG-2025-00839,07/13/2025 20:45:35,Pass,07/16/2025 00:45:35,B-11-6,,,,435,Red,Award eligibility query sent to HRC,Warehouse,Jeffrey Vosburgh,4565 Poplar St,Charlotte,NC,28245,,06/23/2025 17:45 | (new) -> Authorized | HRC-Transfer;07/01/2025 19:45 | Authorized -> Engraving | Benedetta Kowalczyk;07/13/2025 20:45 | Engraving -> Assembly/QC | Oswaldo Ferreira-Lund;07/16/2025 00:45 | Assembly/QC -> Warehouse | Tamsin Greylock;07/21/2025 05:45 | Warehouse -> On Hold | Dwayne Petrakis;08/31/2026 02:53 | AgingFlag -> Red (435 days) | NightlyAging,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,[TACOM];[CSR];[Admin],VOSBURGH|JEFFREY|28245,407,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,07/21/2025 05:45:35,09/01/2026 02:30:00
2060A3F4893B96C7D323E71872692040,9596,,05/11/2026 15:57:10,05/20/2026 17:57:10,CN=HAAS-APP01/O=TACOM,,VMA-2026-000362,Assembly/QC,NPRC,nprc_awd_20120810_b62.dat,145,08/10/2012,05/11/2026,CN=HRC-Transfer/OU=Agents/O=TACOM,Routine,***-**-8161,Delgadillo,William,E,CPL,Army National Guard,06/09/1978,03/18/1984,Cold War,No,RQ001751,Steven Delgadillo,Son,CN=Benedetta Kowalczyk/OU=CHPSID/O=TACOM,1,No,,,05/20/2026 17:57:10,Pass,,,,,,113,Red,,,Steven Delgadillo,2588 Hickory Ter Apt 29B,Omaha,NE,68122-6692,Congressional interest - Rep. office case #133759,05/11/2026 15:57 | (new) -> Authorized | HRC-Transfer;05/20/2026 17:57 | Authorized -> Assembly/QC | Marlene Okafor;08/31/2026 02:41 | AgingFlag -> Red (113 days) | NightlyAging,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Benedetta Kowalczyk/OU=CHPSID/O=TACOM,[TACOM];[CSR];[Admin],DELGADILLO|WILLIAM|68122,104,CN=Marlene Okafor/OU=CHPSID/O=TACOM,05/20/2026 17:57:10,09/01/2026 02:30:00
2246B59A9692D46E53C56703279674D2,959E,,12/07/2007 17:26:22,01/02/2008 23:26:22,CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM,,VMA-2007-000061,Closed,Congressional,,,12 NOV 07,12/07/2007,CN=Marlene Okafor/OU=CHPSID/O=TACOM,Congressional,RA 13 620 455,Yamaguchi,William,N,CPL,Army National Guard,01/08/1953,04/16/1956,Korea,Yes,RQ000238,Melissa Yamaguchi-Orr,Sibling,CN=Marlene Okafor/OU=CHPSID/O=TACOM,2,No,,,12/14/2007 21:26:22,Pass,12/19/2007 22:26:22,C-06-6,12/27/2007 22:26:22,9405 5784 3856 1901 8630 48,01/02/2008 23:26:22,26,,,,Melissa Yamaguchi-Orr,2722 Pershing Way,Portland,ME,04141,NOK provided DD-214 copy.,12/07/2007 17:26 | (new) -> Authorized | Marlene Okafor;12/14/2007 21:26 | Authorized -> Assembly/QC | Lorraine Whitcombe;12/19/2007 22:26 | Assembly/QC -> Warehouse | Tamsin Greylock;12/27/2007 22:26 | Warehouse -> Shipped | Cletus Marchbanks;01/02/2008 23:26 | Shipped -> Closed | Renata Vasquez-Holm,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Marlene Okafor/OU=CHPSID/O=TACOM,[TACOM];[CSR];[Admin],YAMAGUCHI|WILLIAM|04141,0,CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM,01/02/2008 23:26:22,
15AAD9B75B8B36214BED8E4ADDAC86AE,95AA,,08/19/2026 13:31:51,08/19/2026 13:31:51,CN=HAAS-APP01/O=TACOM,,VMA-2026-000363,Authorized,Manual,,,07/10/2026,08/19/2026,CN=Ret Hamlin/OU=CHPSID/O=TACOM,Routine,***-**-9817,Benavidez-Cruz,Sarah,P,SPC,Army Reserve,03/27/1987,08/19/1995,Gulf War,No,RQ000268,Sarah Benavidez-Cruz,Self,CN=Ret Hamlin/OU=CHPSID/O=TACOM,2,No,,,,,,,,,,13,,,,Sarah Benavidez-Cruz,358 Marshall Rd Apt 38C,Oklahoma City,OK,73124,Requester called to confirm address.,08/19/2026 13:31 | (new) -> Authorized | Ret Hamlin,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Ret Hamlin/OU=CHPSID/O=TACOM,[TACOM];[CSR];[Admin],BENAVIDEZ-CRUZ|SARAH|73124,13,CN=Ret Hamlin/OU=CHPSID/O=TACOM,08/19/2026 13:31:51,09/01/2026 02:30:00
C4B1C2579C9A5A06219376FC82E77BD3,95B6,,12/16/2024 12:57:41,01/27/2025 04:57:41,CN=Benedetta Kowalczyk/OU=CHPSID/O=TACOM,,VMA-2024-000070,Closed,NPRC,nprc_awd_20071211_b46.dat,170,12/11/2007,12/16/2024,CN=HRC-Transfer/OU=Agents/O=TACOM,Routine,37 862 534,Jankowitz,Michael,D,SSG,Army Air Forces,04/28/1942,05/15/1944,World War II,Yes,RQ000232,Tyler Jankowitz,Son,CN=Benedetta Kowalczyk/OU=CHPSID/O=TACOM,4,Yes,12/18/2024 17:57:41,ENG-2024-00840,12/29/2024 22:57:41,Pass,01/05/2025 22:57:41,C-10-4,01/13/2025 00:57:41,9405 5717 7155 8972 1220 10,01/27/2025 04:57:41,42,,,,Tyler Jankowitz,4345 Maple Dr Apt 33D,Cheyenne,WY,82081,Requester called to confirm address.,12/16/2024 12:57 | (new) -> Authorized | HRC-Transfer;12/18/2024 17:57 | Authorized -> Engraving | Benedetta Kowalczyk;12/29/2024 22:57 | Engraving -> Assembly/QC | Hector Amundsen;01/05/2025 22:57 | Assembly/QC -> Warehouse | Tamsin Greylock;01/13/2025 00:57 | Warehouse -> Shipped | Yolanda Strickland-Oby;01/27/2025 04:57 | Shipped -> Closed | Benedetta Kowalczyk,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Benedetta Kowalczyk/OU=CHPSID/O=TACOM,[TACOM];[CSR];[Admin],JANKOWITZ|MICHAEL|82081,0,CN=Benedetta Kowalczyk/OU=CHPSID/O=TACOM,01/27/2025 04:57:41,
6A67C22745BC90EBD294AEC3BDF40F37,95CA,,05/29/2014 10:52:50,07/30/2014 15:52:50,CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM,,VMA-2014-000067,Closed,Congressional,,,04/26/2014,05/29/2014,CN=Marlene Okafor/OU=CHPSID/O=TACOM,Congressional,34 882 526,Urquhart,Luis,,T/5,Army Air Forces,05/08/1944,08/25/1947,World War II,Yes,RQ000325,Sandra Urquhart,Daughter,CN=Marlene Okafor/OU=CHPSID/O=TACOM,2,Yes,06/05/2014 10:52:50,ENG-2014-00841,06/21/2014 12:52:50,Pass,07/01/2014 13:52:50,D-08-4,07/10/2014 13:52:50,9405 5282 9534 1852 5860 22,07/30/2014 15:52:50,62,,,,Sandra Urquhart,7450 Patton Ct Apt 21C,Columbus,GA,31939,,05/29/2014 10:52 | (new) -> Authorized | Marlene Okafor;06/05/2014 10:52 | Authorized -> Engraving | Benedetta Kowalczyk;06/21/2014 12:52 | Engraving -> Assembly/QC | Oswaldo Ferreira-Lund;07/01/2014 13:52 | Assembly/QC -> Warehouse | Tamsin Greylock;07/10/2014 13:52 | Warehouse -> Shipped | Yolanda Strickland-Oby;07/30/2014 15:52 | Shipped -> Closed | Renata Vasquez-Holm,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Marlene Okafor/OU=CHPSID/O=TACOM,[TACOM];[CSR];[Admin],URQUHART|LUIS|31939,0,CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM,07/30/2014 15:52:50,
0BE722D161C89C27792F8552C0CA6C33,95D6,,03/03/2014 13:17:21,04/19/2014 07:17:21,CN=Marlene Okafor/OU=CHPSID/O=TACOM,,VMA-2014-000068,Closed,NPRC,nprc_awd_20071005_b11.dat,346,10/05/2007,03/03/2014,CN=HRC-Transfer/OU=Agents/O=TACOM,Routine,30 841 967,Wickersham,Timothy,P,1LT,Women's Army Corps,05/03/1942,05/24/1947,World War II,Yes,RQ000057,Melissa Wickersham,Daughter,CN=Benedetta Kowalczyk/OU=CHPSID/O=TACOM,6,Yes,03/05/2014 18:17:21,ENG-2014-00842,03/19/2014 22:17:21,Pass,03/25/2014 03:17:21,C-06-5,04/02/2014 03:17:21,9405 5413 8952 1060 1328 76,04/19/2014 07:17:21,47,,,,Melissa Wickersham,7925 Elm Dr,Minneapolis,MN,55492,,03/03/2014 13:17 | (new) -> Authorized | HRC-Transfer;03/05/2014 18:17 | Authorized -> Engraving | Lorraine Whitcombe;03/19/2014 22:17 | Engraving -> Assembly/QC | Hector Amundsen;03/25/2014 03:17 | Assembly/QC -> Warehouse | Tamsin Greylock;04/02/2014 03:17 | Warehouse -> Shipped | Cletus Marchbanks;04/19/2014 07:17 | Shipped -> Closed | Marlene Okafor,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Benedetta Kowalczyk/OU=CHPSID/O=TACOM,[TACOM];[CSR];[Admin],WICKERSHAM|TIMOTHY|55492,0,CN=Marlene Okafor/OU=CHPSID/O=TACOM,04/19/2014 07:17:21,
2C2F2AD2675353D14F9145CE2AE57C70,95F2,,06/21/2021 17:48:36,08/12/2021 05:48:36,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,VMA-2021-000075,Closed,NPRC,nprc_awd_20120206_b72.dat,338,02/06/2012,06/21/2021,CN=HRC-Transfer/OU=Agents/O=TACOM,Routine,***-**-3438,Beddingfield,Charles,F,PVT,Regular Army,06/07/1975,01/08/1981,Cold War,No,RQ000762,Charles Beddingfield,Self,CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM,3,Yes,06/27/2021 20:48:36,ENG-2021-00843,07/11/2021 01:48:36,Pass,07/15/2021 03:48:36,G-18-2,07/20/2021 03:48:36,9405 5245 1539 1902 1217 62,08/12/2021 05:48:36,52,,,,Charles Beddingfield,8909 Poplar Ter Apt 4D,Cleveland,OH,44196,Congressional interest - Rep. office case #281336,06/21/2021 17:48 | (new) -> Authorized | HRC-Transfer;06/27/2021 20:48 | Authorized -> Engraving | Renata Vasquez-Holm;07/11/2021 01:48 | Engraving -> Assembly/QC | Hector Amundsen;07/15/2021 03:48 | Assembly/QC -> Warehouse | Ignatius Pardo;07/20/2021 03:48 | Warehouse -> Shipped | Yolanda Strickland-Oby;08/12/2021 05:48 | Shipped -> Closed | Lorraine Whitcombe,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM,[TACOM];[CSR];[Admin],BEDDINGFIELD|CHARLES|44196,0,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,08/12/2021 05:48:36,
1B7AE7F11CE78B528D47BC2023AF3187,9602,,10/07/2025 15:37:33,11/07/2025 01:37:33,CN=HAAS-APP01/O=TACOM,,VMA-2025-000084,Shipped,Congressional,,,09/24/2025,10/07/2025,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,Congressional,RA 16 818 296,Jarvinen,Richard,,1SG,Regular Army,03/12/1953,06/27/1955,Korea,Yes,RQ000245,Raymond Jarvinen-Roe,Spouse,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,2,Yes,10/13/2025 19:37:33,ENG-2025-00844,10/24/2025 22:37:33,Pass,10/31/2025 23:37:33,C-02-3,11/07/2025 01:37:33,9405 5986 4779 2118 9474 23,,329,Red,,,Raymond Jarvinen-Roe,4252 Willow St,Fayetteville,NC,28391,,10/07/2025 15:37 | (new) -> Authorized | Dwayne Petrakis;10/13/2025 19:37 | Authorized -> Engraving | Benedetta Kowalczyk;10/24/2025 22:37 | Engraving -> Assembly/QC | Hector Amundsen;10/31/2025 23:37 | Assembly/QC -> Warehouse | Tamsin Greylock;11/07/2025 01:37 | Warehouse -> Shipped | Cletus Marchbanks;08/31/2026 02:14 | AgingFlag -> Red (329 days) | NightlyAging,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,[TACOM];[CSR];[Admin],JARVINEN|RICHARD|28391,298,CN=Cletus Marchbanks/OU=CHPSID/O=TACOM,11/07/2025 01:37:33,09/01/2026 02:30:00
8F65CDE052768083D994F0C057E8D3D2,960E,,02/19/2015 10:22:24,03/22/2015 20:22:24,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,VMA-2015-000070,Closed,NPRC,nprc_awd_20100804_b92.dat,314,08/04/2010,02/19/2015,CN=HRC-Transfer/OU=Agents/O=TACOM,Routine,RA 17 539 835,Zellinger,Sarah,,1SG,Army of the United States,05/26/1970,12/17/1972,Vietnam,Yes,RQ000381,Linda Zellinger,Grandchild,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,2,No,,,03/02/2015 12:22:24,Pass,03/05/2015 15:22:24,B-10-3,03/14/2015 15:22:24,9405 5320 6480 8305 8607 20,03/22/2015 20:22:24,31,,,,Linda Zellinger,7229 Eisenhower Blvd,Indianapolis,IN,46232,,02/19/2015 10:22 | (new) -> Authorized | HRC-Transfer;03/02/2015 12:22 | Authorized -> Assembly/QC | Renata Vasquez-Holm;03/05/2015 15:22 | Assembly/QC -> Warehouse | Tamsin Greylock;03/14/2015 15:22 | Warehouse -> Shipped | Cletus Marchbanks;03/22/2015 20:22 | Shipped -> Closed | Dwayne Petrakis,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,[TACOM];[CSR];[Admin],ZELLINGER|SARAH|46232,0,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,03/22/2015 20:22:24,
230E55EE009141828225173FDAA4A76A,961A,,06/03/2011 12:25:38,07/13/2011 19:25:38,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,VMA-2011-000078,Closed,Congressional,,,05/06/2011,06/03/2011,CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM,Congressional,38 964 509,Nethercott,Norman,H,1LT,Army Air Forces,07/24/1945,02/17/1948,World War II,Yes,RQ000174,Ruth Nethercott,Spouse,CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM,5,Yes,06/05/2011 12:25:38,ENG-2011-00845,06/17/2011 12:25:38,Pass,06/23/2011 13:25:38,E-01-3,06/27/2011 16:25:38,9405 5393 7545 7409 2638 81,07/13/2011 19:25:38,40,,,,Ruth Nethercott,5043 Armory St,Tampa,FL,33609,,06/03/2011 12:25 | (new) -> Authorized | Renata Vasquez-Holm;06/05/2011 12:25 | Authorized -> Engraving | Dwayne Petrakis;06/17/2011 12:25 | Engraving -> Assembly/QC | Oswaldo Ferreira-Lund;06/23/2011 13:25 | Assembly/QC -> Warehouse | Tamsin Greylock;06/27/2011 16:25 | Warehouse -> Shipped | Cletus Marchbanks;07/13/2011 19:25 | Shipped -> Closed | Lorraine Whitcombe,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM,[TACOM];[CSR];[Admin],NETHERCOTT|NORMAN|33609,0,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,07/13/2011 19:25:38,
84978C666259BC801E7B68C1EC4B52EF,9632,,07/26/2004 07:09:46,08/23/2004 19:09:46,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,VMA-2004-000051,Closed,HRC,,,20040705,07/26/2004,CN=HRC-Transfer/OU=Agents/O=TACOM,Routine,***-**-2814,Okonkwo-Bell,Luis,M,SPC,Regular Army,02/10/1986,07/19/1990,Gulf War,No,RQ001341,Luis Okonkwo-Bell,Self,CN=Benedetta Kowalczyk/OU=CHPSID/O=TACOM,2,Yes,08/02/2004 10:09:46,ENG-2004-00846,08/08/2004 15:09:46,Pass,08/16/2004 15:09:46,D-09-4,08/17/2004 16:09:46,9405 5175 4128 6741 9418 99,08/23/2004 19:09:46,28,,,,Luis Okonkwo-Bell,6501 Eisenhower Ave,Tampa,FL,33637,,07/26/2004 07:09 | (new) -> Authorized | HRC-Transfer;08/02/2004 10:09 | Authorized -> Engraving | Lorraine Whitcombe;08/08/2004 15:09 | Engraving -> Assembly/QC | Oswaldo Ferreira-Lund;08/16/2004 15:09 | Assembly/QC -> Warehouse | Ignatius Pardo;08/17/2004 16:09 | Warehouse -> Shipped | Yolanda Strickland-Oby;08/23/2004 19:09 | Shipped -> Closed | Lorraine Whitcombe,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Benedetta Kowalczyk/OU=CHPSID/O=TACOM,[TACOM];[CSR];[Admin],OKONKWO-BELL|LUIS|33637,0,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,08/23/2004 19:09:46,
