UNID,NoteID,ParentUNID,Created,Modified,LastUpdatedBy,Attachments,RequesterKey,Name,Rank,DODAAC,UIC,UnitName,Role,Phone,Email,CreatedDate,LookupKey
46F7506D6AB5562E927C8A44EA6E0863,C16,,06/16/2006 14:43:28,06/16/2006 14:43:28,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,W3HFA3~n.stroudmoor,Norman Stroudmoor,SFC,W3HFA3,W4PPHA,28th Infantry Division (Pennsylvania Army National Guard),S4,(215) 555-1167,norman.stroudmoor.mil@example.mil,06/16/2006,W3HFA3~N.STROUDMOOR
BC5E6BF11278F174727DC8C36519C52B,C1A,,05/07/2025 11:38:38,05/07/2025 11:38:38,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,WLFTTS~b.kirkbride,Brian Kirkbride,GS-09,WLFTTS,WYSH30,5th Special Forces Group (Airborne),Other,(856) 555-1089,brian.kirkbride.mil@example.mil,05/07/2025,WLFTTS~B.KIRKBRIDE
7CAE8F9660D88FB31C6C004418B29A5D,C1E,,10/31/2015 08:59:48,10/31/2015 08:59:48,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,WSPEAM~h.lattimore,Hector Lattimore,GS-09,WSPEAM,WLS87A,4th Infantry Division Sustainment Brigade,Property Book Officer,(717) 555-1328,hector.lattimore.mil@example.mil,10/31/2015,WSPEAM~H.LATTIMORE
6AE119A07E22C694586167857868A9C6,C22,,08/08/2019 08:07:32,08/08/2019 08:07:32,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,WYPMAA~c.lockridge,Carl Lockridge,MSG,WYPMAA,WZRBG0,10th Combat Aviation Brigade,Unit Commander,(703) 555-1065,carl.lockridge.mil@example.mil,08/08/2019,WYPMAA~C.LOCKRIDGE
548618B2C5F87BFF4FB9AFDEAA950486,C26,,08/29/2018 17:04:54,08/29/2018 17:04:54,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,WWQWYR~m.dunmore,Mary Dunmore-Vey,MAJ,WWQWYR,WZW010,173rd Airborne Brigade,Protocol Officer,(717) 555-1013,mary.dunmore.mil@example.mil,08/29/2018,WWQWYR~M.DUNMORE
2B1B4CC3248874F844FEB89FCA3C30ED,C2A,,07/17/2024 08:42:29,07/17/2024 08:42:29,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,WB6MMZ~p.templeton,Patricia Templeton-Ash,SSG,WB6MMZ,W1PBUA,3rd Special Forces Group (Airborne),Other,(717) 555-1341,patricia.templeton.mil@example.mil,07/17/2024,WB6MMZ~P.TEMPLETON
D46B8AA9DCC86AC8CA9D5BDACE70F415,C2E,,05/11/2010 14:05:21,05/11/2010 14:05:21,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,,WLFTTS~r.galbreath,Robert Galbreath,1LT,WLFTTS,WYSH30,5th Special Forces Group (Airborne),Other,(302) 555-1542,robert.galbreath.mil@example.mil,05/11/2010,WLFTTS~R.GALBREATH
5E3505DCC1813238AD840382720FB36B,C32,,01/16/2007 15:03:44,01/16/2007 15:03:44,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,,WH8FHT~j.benavidez,Justin Benavidez-Cruz,2LT,WH8FHT,W02N6A,"1st Armored Brigade Combat Team, 3rd Infantry Division",Supply Sergeant,(302) 555-1247,justin.benavidez.mil@example.mil,01/16/2007,WH8FHT~J.BENAVIDEZ
07886478D81EC84F19E20FA80D741419,C36,,09/27/2004 08:58:23,09/27/2004 08:58:23,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,WSL7SS~s.norquist,Steven Norquist,GS-09,WSL7SS,W72TJ0,32nd Army Air and Missile Defense Command,Property Book Officer,(302) 555-1455,steven.norquist.mil@example.mil,09/27/2004,WSL7SS~S.NORQUIST
D5329CC1150C89DF92108BBD7AC66AA9,C3A,,10/09/2019 08:31:44,10/09/2019 08:31:44,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,W9P3AU~n.barrowclough,Nancy Barrowclough,CPT,W9P3AU,W18MTA,Cyber Center of Excellence,S4,(610) 555-1611,nancy.barrowclough.mil@example.mil,10/09/2019,W9P3AU~N.BARROWCLOUGH
7A936CA0EEB9387ADFDE837BE69AB2E5,C3E,,10/31/2023 09:56:49,10/31/2023 09:56:49,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,WG43NM~h.ingersby,Harold Ingersby,CW2,WG43NM,W5XU10,20th Engineer Brigade (Combat) (Airborne),Unit Commander,(703) 555-1561,harold.ingersby.mil@example.mil,10/31/2023,WG43NM~H.INGERSBY
A0AAFF569288A373C81431893070DA03,C42,,07/25/2020 13:53:10,07/25/2020 13:53:10,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,WAY862~t.ledesma,Thomas Ledesma-Ortiz,1LT,WAY862,WZV67A,12th Combat Aviation Brigade,Supply Sergeant,(610) 555-1367,thomas.ledesma.mil@example.mil,07/25/2020,WAY862~T.LEDESMA
C5C27D06C5EF9C911F72A008F6290215,C46,,08/26/2022 16:05:01,08/26/2022 16:05:01,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,WA1PJJ~s.mackelvane,Stephanie Mackelvane,CPT,WA1PJJ,W17FJA,75th Field Artillery Brigade,Property Book Officer,(484) 555-1504,stephanie.mackelvane.mil@example.mil,08/26/2022,WA1PJJ~S.MACKELVANE
E31CFD131BB34788C941920F4BC21DB9,C4A,,01/04/2014 17:50:44,01/04/2014 17:50:44,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,WM4T7K~b.figueroa,Betty Figueroa-Paz,SSG,WM4T7K,W9WCNA,35th Infantry Division (Kansas Army National Guard),Unit Commander,(703) 555-1636,betty.figueroa.mil@example.mil,01/04/2014,WM4T7K~B.FIGUEROA
8D3AB063BADA94190C042CDAE4AB778A,C4E,,10/08/2013 07:19:29,10/08/2013 07:19:29,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,W1CEU2~e.nethercott,Eugene Nethercott,2LT,W1CEU2,WEDAH0,99th Readiness Division (Army Reserve),Executive Officer,(703) 555-1525,eugene.nethercott.mil@example.mil,10/08/2013,W1CEU2~E.NETHERCOTT
840FC4409AAE6C119B77E938D241EFBE,C52,,01/08/2008 17:55:02,01/08/2008 17:55:02,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,WGMVLT~a.maldonado,Amanda Maldonado-Vega,2LT,WGMVLT,WSECT0,"2nd Stryker Brigade Combat Team, 4th Infantry Division",Property Book Officer,(856) 555-1619,amanda.maldonado.mil@example.mil,01/08/2008,WGMVLT~A.MALDONADO
35A771709644FC1A82F03E49188D7EB9,C56,,09/10/2015 14:00:38,09/10/2015 14:00:38,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,WG43NM~j.fairweather,Jose Fairweather,MAJ,WG43NM,W5XU10,20th Engineer Brigade (Combat) (Airborne),Executive Officer,(717) 555-1200,jose.fairweather.mil@example.mil,09/10/2015,WG43NM~J.FAIRWEATHER
D3687B122467D18D52D1196D57598622,C5A,,02/21/2022 14:03:39,02/21/2022 14:03:39,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,WZG4U0~v.fortenbury,Virginia Fortenbury,GS-09,WZG4U0,WNQ5QA,36th Infantry Division (Texas Army National Guard),Property Book Officer,(717) 555-1200,virginia.fortenbury.mil@example.mil,02/21/2022,WZG4U0~V.FORTENBURY
4E16EEDF72FC7CCB8FE6CE0933DB9121,C5E,,06/25/2018 11:44:23,06/25/2018 11:44:23,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,WGPVZG~d.mackelvane,Dorothy Mackelvane,1SG,WGPVZG,W5T4LA,1st Information Operations Command (Land),Supply Sergeant,(856) 555-1009,dorothy.mackelvane.mil@example.mil,06/25/2018,WGPVZG~D.MACKELVANE
38853D9C8AA2A82D6D88846CC107F731,C62,,12/08/2025 08:57:59,12/08/2025 08:57:59,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,,WYEX1M~l.ashcroft,Lisa Ashcroft-Mayne,1SG,WYEX1M,WN6YE0,3rd Combat Aviation Brigade,S4,(610) 555-1709,lisa.ashcroft.mil@example.mil,12/08/2025,WYEX1M~L.ASHCROFT
ECF6F2B4643A4608FE782BA88EBE1606,C66,,08/10/2019 13:10:05,08/10/2019 13:10:05,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,WWQWYR~j.yellowley,Jessica Yellowley,CW2,WWQWYR,WZW010,173rd Airborne Brigade,Unit Commander,(703) 555-1836,jessica.yellowley.mil@example.mil,08/10/2019,WWQWYR~J.YELLOWLEY
152C4CCEFA0A5BFC5C05B95D0C8DCA6A,C6A,,01/23/2014 11:58:01,01/23/2014 11:58:01,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,WAHNPF~a.hinojosa,Andrew Hinojosa-Mata,CPT,WAHNPF,WS4NNA,82nd Airborne Division Sustainment Brigade,S4,(484) 555-1377,andrew.hinojosa.mil@example.mil,01/23/2014,WAHNPF~A.HINOJOSA
D9A50728BF797CDCC63AFF3994DF0191,C6E,,04/15/2025 09:18:51,04/15/2025 09:18:51,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,WTXVTW~w.zellinger,Walter Zellinger,2LT,WTXVTW,W04SMA,2nd Cavalry Regiment,Protocol Officer,(302) 555-1093,walter.zellinger.mil@example.mil,04/15/2025,WTXVTW~W.ZELLINGER
9E819D03DDF5232280F723FF5E0B6F53,C72,,03/11/2005 09:01:47,03/11/2005 09:01:47,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,WGMVLT~a.hinojosa,Andre Hinojosa-Mata,1LT,WGMVLT,WSECT0,"2nd Stryker Brigade Combat Team, 4th Infantry Division",Property Book Officer,(267) 555-1353,andre.hinojosa.mil@example.mil,03/11/2005,WGMVLT~A.HINOJOSA
4D78B6A40060EF3C56178BB3942648A6,C76,,07/05/2013 09:36:49,07/05/2013 09:36:49,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,WD9RVP~d.trevino,David Trevino-Hale,SSG,WD9RVP,WR1LGA,U.S. Army Tank-automotive and Armaments Command,Supply Sergeant,(484) 555-1800,david.trevino.mil@example.mil,07/05/2013,WD9RVP~D.TREVINO
F07965C15065E893F0FEA9C30FCB76F0,C7A,,01/17/2020 09:34:10,01/17/2020 09:34:10,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,WQB1WS~s.kirkbride,Stephanie Kirkbride,1LT,WQB1WS,W4LVU0,41st Field Artillery Brigade,Property Book Officer,(302) 555-1589,stephanie.kirkbride.mil@example.mil,01/17/2020,WQB1WS~S.KIRKBRIDE
D96E7D7D5845B2DE508C922D51020229,C7E,,04/22/2015 14:38:35,04/22/2015 14:38:35,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,WGK2VA~c.wickersham,Christopher Wickersham,CPT,WGK2VA,WSV490,United States Military Academy,Property Book Officer,(856) 555-1768,christopher.wickersham.mil@example.mil,04/22/2015,WGK2VA~C.WICKERSHAM
030EC0FF169A0AD658D23E3B525A203C,C82,,06/04/2019 07:45:07,06/04/2019 07:45:07,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,WGPVZG~w.lindquarry,Walter Lindquarry,SSG,WGPVZG,W5T4LA,1st Information Operations Command (Land),Protocol Officer,(610) 555-1349,walter.lindquarry.mil@example.mil,06/04/2019,WGPVZG~W.LINDQUARRY
9781EF4F278DE7F8627DD041C64D2FC6,C86,,01/20/2016 12:44:42,01/20/2016 12:44:42,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,WMPNRL~e.beddingfield,Elizabeth Beddingfield,MSG,WMPNRL,W634H0,"1st Stryker Brigade Combat Team, 2nd Infantry Division",Other,(215) 555-1790,elizabeth.beddingfield.mil@example.mil,01/20/2016,WMPNRL~E.BEDDINGFIELD
DB8DB26BE6E03FCE7D190E1019FA6D24,C8A,,03/02/2007 07:25:25,03/02/2007 07:25:25,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,WHVUZQ~c.quennevile,Carol Quennevile,SFC,WHVUZQ,WB6EMA,Fires Center of Excellence,Unit Commander,(267) 555-1224,carol.quennevile.mil@example.mil,03/02/2007,WHVUZQ~C.QUENNEVILE
DEABB39802A63FAAE1E6A002CF2F6625,C8E,,10/20/2012 11:23:12,10/20/2012 11:23:12,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,,WK6Q1Y~t.tarquinio,Thomas Tarquinio,2LT,WK6Q1Y,WTA8D0,"3rd Battalion, 75th Ranger Regiment",Executive Officer,(703) 555-1590,thomas.tarquinio.mil@example.mil,10/20/2012,WK6Q1Y~T.TARQUINIO
E1F89437102B5D7B7AC08275A4F0C255,C92,,04/19/2024 14:44:16,04/19/2024 14:44:16,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,,WGHC22~j.beddingfield,Jessica Beddingfield,SGT,WGHC22,WQB57A,"2nd Stryker Brigade Combat Team, 2nd Infantry Division",Property Book Officer,(267) 555-1756,jessica.beddingfield.mil@example.mil,04/19/2024,WGHC22~J.BEDDINGFIELD
6963F88976C464E6F7B96FB6221A4B32,C96,,09/23/2006 15:20:42,09/23/2006 15:20:42,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,WD9RVP~j.montgomerie,Joshua Montgomerie,2LT,WD9RVP,WR1LGA,U.S. Army Tank-automotive and Armaments Command,Executive Officer,(610) 555-1370,joshua.montgomerie.mil@example.mil,09/23/2006,WD9RVP~J.MONTGOMERIE
8FB14C3EC164D66F09F5479344400B32,C9A,,08/11/2015 11:00:07,08/11/2015 11:00:07,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,WA1PJJ~c.dellacroix,Charles Dellacroix,1LT,WA1PJJ,W17FJA,75th Field Artillery Brigade,S4,(302) 555-1692,charles.dellacroix.mil@example.mil,08/11/2015,WA1PJJ~C.DELLACROIX
55B1B4152D16C4D027840D9FE58C653C,C9E,,01/11/2007 13:42:55,01/11/2007 13:42:55,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,WXJ2V3~h.iverstone,Harold Iverstone,1LT,WXJ2V3,WP01BA,"2nd Armored Brigade Combat Team, 3rd Infantry Division",Property Book Officer,(703) 555-1346,harold.iverstone.mil@example.mil,01/11/2007,WXJ2V3~H.IVERSTONE
3F00D76D3EA5D115E1A4F837ADB17488,CA2,,10/04/2005 16:27:10,10/04/2005 16:27:10,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,W3Z4SG~n.vosburgh,Nicole Vosburgh,MAJ,W3Z4SG,WQZP2A,18th Field Artillery Brigade,Property Book Officer,(410) 555-1213,nicole.vosburgh.mil@example.mil,10/04/2005,W3Z4SG~N.VOSBURGH
F5196A0C5B51F9B7C3A1AC219582AAA2,CA6,,02/15/2010 16:17:11,02/15/2010 16:17:11,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,WJMJXA~c.umberlake,Carol Umberlake,SGT,WJMJXA,W4RSJA,35th Air Defense Artillery Brigade,Other,(703) 555-1885,carol.umberlake.mil@example.mil,02/15/2010,WJMJXA~C.UMBERLAKE
D38C2FF424A7F22301A62C9820745791,CAA,,04/18/2026 10:42:00,04/18/2026 10:42:00,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,W8YAN7~m.urquhart,Mildred Urquhart,MAJ,W8YAN7,W65260,"3rd Armored Brigade Combat Team, 4th Infantry Division",Property Book Officer,(267) 555-1445,mildred.urquhart.mil@example.mil,04/18/2026,W8YAN7~M.URQUHART
3DCFBAC1A25302703E01D8B992FA7AB2,CAE,,06/28/2024 09:10:14,06/28/2024 09:10:14,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,WS0W7Z~a.yarrowdale,Anthony Yarrowdale,SFC,WS0W7Z,W3SE1A,V Corps Headquarters and Headquarters Battalion,Protocol Officer,(215) 555-1267,anthony.yarrowdale.mil@example.mil,06/28/2024,WS0W7Z~A.YARROWDALE
85F66E3932FB0E38CA982BCA80BF2A26,CB2,,11/22/2021 15:45:53,11/22/2021 15:45:53,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,WV7HV8~w.kirkbride,William Kirkbride,MSG,WV7HV8,WEKSBA,101st Combat Aviation Brigade,S4,(610) 555-1190,william.kirkbride.mil@example.mil,11/22/2021,WV7HV8~W.KIRKBRIDE
34CA1CBCF48BDAE9DD49A358451575CE,CB6,,11/05/2015 11:09:15,11/05/2015 11:09:15,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,WXJ2V3~r.cartlewood,Robert Cartlewood,SFC,WXJ2V3,WP01BA,"2nd Armored Brigade Combat Team, 3rd Infantry Division",Executive Officer,(856) 555-1530,robert.cartlewood.mil@example.mil,11/05/2015,WXJ2V3~R.CARTLEWOOD
C09332CE5C37E4D277A1FB94FD9B612A,CBA,,06/02/2009 07:45:49,06/02/2009 07:45:49,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,WUB92Z~t.reyes,Tyler Reyes-Almonte,1LT,WUB92Z,WJ25M0,U.S. Army Forces Command,Property Book Officer,(703) 555-1763,tyler.reyes.mil@example.mil,06/02/2009,WUB92Z~T.REYES
8A29BC824344A7E7946E7A89FDC0DC99,CBE,,03/24/2017 14:03:08,03/24/2017 14:03:08,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,W60RK6~a.lockridge,Anthony Lockridge,1LT,W60RK6,WY08M0,25th Combat Aviation Brigade,Unit Commander,(717) 555-1860,anthony.lockridge.mil@example.mil,03/24/2017,W60RK6~A.LOCKRIDGE
6E01BBCCDA58A01BB34E5F20BC129F90,CC2,,01/24/2010 07:45:49,01/24/2010 07:45:49,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,WH9EE8~s.jarvinen,Sandra Jarvinen-Roe,SSG,WH9EE8,WRD9YA,1st Armored Division Headquarters and Headquarters Battalion,Property Book Officer,(856) 555-1396,sandra.jarvinen.mil@example.mil,01/24/2010,WH9EE8~S.JARVINEN
DB80A6B82655F86B7776C32924ED6498,CC6,,03/29/2019 10:19:34,03/29/2019 10:19:34,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,,WWCT1F~l.ellsworthy,Linda Ellsworthy,MSG,WWCT1F,WN4QPA,8th Theater Sustainment Command,Other,(610) 555-1498,linda.ellsworthy.mil@example.mil,03/29/2019,WWCT1F~L.ELLSWORTHY
C18AB3BA073A9EA0BE840852F6997BDB,CCA,,07/01/2016 09:01:36,07/01/2016 09:01:36,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,W4FZXV~r.mackelvane,Robert Mackelvane,GS-09,W4FZXV,WU0RUA,U.S. Army Special Operations Command,Supply Sergeant,(302) 555-1407,robert.mackelvane.mil@example.mil,07/01/2016,W4FZXV~R.MACKELVANE
686447FBD48D570459A5E678DCC87729,CCE,,04/25/2018 08:08:50,04/25/2018 08:08:50,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,WZSV83~j.oakhurst,Jennifer Oakhurst-Pell,1LT,WZSV83,WDSVTA,U.S. Army Cyber Command,S4,(856) 555-1142,jennifer.oakhurst.mil@example.mil,04/25/2018,WZSV83~J.OAKHURST
1E3EB3A89ECE7C69E9722043A97612AB,CD2,,02/05/2007 10:23:19,02/05/2007 10:23:19,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,WS98D3~r.ashcroft,Richard Ashcroft-Mayne,MSG,WS98D3,WH49TA,21st Theater Sustainment Command,Executive Officer,(703) 555-1597,richard.ashcroft.mil@example.mil,02/05/2007,WS98D3~R.ASHCROFT
43332BA8E58B0EDEA42392C4B4DB10E6,CD6,,02/18/2023 10:22:09,02/18/2023 10:22:09,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,W1UU27~d.wickersham,Dorothy Wickersham,MSG,W1UU27,WDJYCA,"1st Stryker Brigade Combat Team, 1st Armored Division",Executive Officer,(302) 555-1918,dorothy.wickersham.mil@example.mil,02/18/2023,W1UU27~D.WICKERSHAM
FACC2471704AAE111FC7675549C20528,CDA,,09/23/2019 11:21:32,09/23/2019 11:21:32,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,WGDZ6P~n.delgadillo,Nicole Delgadillo,GS-09,WGDZ6P,WHDZFA,35th Signal Brigade,S4,(856) 555-1858,nicole.delgadillo.mil@example.mil,09/23/2019,WGDZ6P~N.DELGADILLO
8355D072571816A875F78297E78BA3F5,CDE,,03/13/2008 16:18:22,03/13/2008 16:18:22,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,WYPMAA~d.benavidez,Donna Benavidez-Cruz,1LT,WYPMAA,WZRBG0,10th Combat Aviation Brigade,Protocol Officer,(484) 555-1300,donna.benavidez.mil@example.mil,03/13/2008,WYPMAA~D.BENAVIDEZ
331BF12CDD268A4C3F37A6A5076A9154,CE2,,10/28/2010 12:26:18,10/28/2010 12:26:18,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,W3JPW6~e.yamaguchi,Elizabeth Yamaguchi-Orr,CW2,W3JPW6,WQDL80,"2nd Armored Brigade Combat Team, 1st Cavalry Division",Property Book Officer,(302) 555-1783,elizabeth.yamaguchi.mil@example.mil,10/28/2010,W3JPW6~E.YAMAGUCHI
65C4D068BA63DBB79E14736131A0C491,CE6,,09/23/2004 11:22:00,09/23/2004 11:22:00,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,WUB92Z~h.xanthopoulos,Harold Xanthopoulos,SGT,WUB92Z,WJ25M0,U.S. Army Forces Command,Executive Officer,(215) 555-1162,harold.xanthopoulos.mil@example.mil,09/23/2004,WUB92Z~H.XANTHOPOULOS
E969BCAFC045C5774572813F930A2A1C,CEA,,10/18/2004 07:07:35,10/18/2004 07:07:35,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,WV7HV8~m.delgadillo,Marcus Delgadillo,1SG,WV7HV8,WEKSBA,101st Combat Aviation Brigade,S4,(540) 555-1303,marcus.delgadillo.mil@example.mil,10/18/2004,WV7HV8~M.DELGADILLO
13455B9C6021AB1B7F50B0CC02B45410,CEE,,07/20/2015 09:47:55,07/20/2015 09:47:55,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,WRX6K8~h.whitlock,Helen Whitlock-Bay,1LT,WRX6K8,WPAKM0,"1st Armored Brigade Combat Team, 1st Cavalry Division",Protocol Officer,(856) 555-1142,helen.whitlock.mil@example.mil,07/20/2015,WRX6K8~H.WHITLOCK
B7BCA4BE0BFC35C57FA18AF66EA4C50A,CF2,,06/21/2019 16:49:44,06/21/2019 16:49:44,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,W4FZXV~m.delgadillo,Matthew Delgadillo,SGT,W4FZXV,WU0RUA,U.S. Army Special Operations Command,Executive Officer,(610) 555-1226,matthew.delgadillo.mil@example.mil,06/21/2019,W4FZXV~M.DELGADILLO
704CDD376414675B68656A103D39294B,CF6,,08/31/2018 09:31:25,08/31/2018 09:31:25,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,WR3QJ7~m.galbreath,Matthew Galbreath,SGT,WR3QJ7,WMP99A,"2nd Infantry Brigade Combat Team, 11th Airborne Division",Supply Sergeant,(703) 555-1034,matthew.galbreath.mil@example.mil,08/31/2018,WR3QJ7~M.GALBREATH
F18F16AB5B5E6FA50942C008933B114C,CFA,,01/18/2016 09:55:11,01/18/2016 09:55:11,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,W60RK6~s.castellanos,Stephanie Castellanos,SGT,W60RK6,WY08M0,25th Combat Aviation Brigade,S4,(717) 555-1411,stephanie.castellanos.mil@example.mil,01/18/2016,W60RK6~S.CASTELLANOS
DE325ED1D0BF66393C93017DC2673F48,CFE,,11/02/2025 11:54:19,11/02/2025 11:54:19,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,W02D75~m.villanueva,Michael Villanueva-Cox,CPT,W02D75,WZQ3WA,29th Infantry Division (Virginia Army National Guard),Unit Commander,(484) 555-1017,michael.villanueva.mil@example.mil,11/02/2025,W02D75~M.VILLANUEVA
DC7D93CF16BA0C77E9B05F119A8920B6,D02,,09/22/2022 11:26:50,09/22/2022 11:26:50,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,W3HFA3~j.villanueva,Jeffrey Villanueva-Cox,MAJ,W3HFA3,W4PPHA,28th Infantry Division (Pennsylvania Army National Guard),Protocol Officer,(410) 555-1336,jeffrey.villanueva.mil@example.mil,09/22/2022,W3HFA3~J.VILLANUEVA
C5E1B522FF5F1969A67C1D05090F3038,D06,,05/07/2004 14:35:13,05/07/2004 14:35:13,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,WSL7SS~w.greaves,Walter Greaves-Tolan,1LT,WSL7SS,W72TJ0,32nd Army Air and Missile Defense Command,Executive Officer,(215) 555-1144,walter.greaves.mil@example.mil,05/07/2004,WSL7SS~W.GREAVES
5771B8C18A2CADED5100589D02436A75,D0A,,12/30/2021 16:40:34,12/30/2021 16:40:34,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,,W60RK6~t.ashcroft,Tyler Ashcroft-Mayne,CW2,W60RK6,WY08M0,25th Combat Aviation Brigade,Executive Officer,(302) 555-1913,tyler.ashcroft.mil@example.mil,12/30/2021,W60RK6~T.ASHCROFT
2A90A140041E8FF2BAE1137151A1D548,D0E,,03/23/2013 09:16:55,03/23/2013 09:16:55,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,WQJABD~r.jessup,Ruth Jessup-Kane,SSG,WQJABD,WBFCGA,"1st Infantry Brigade Combat Team, 11th Airborne Division",Unit Commander,(610) 555-1302,ruth.jessup.mil@example.mil,03/23/2013,WQJABD~R.JESSUP
4E8C8CCAF0D401FD09CB24C1F51A1910,D12,,12/16/2022 16:04:32,12/16/2022 16:04:32,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,WBM3V6~r.umberlake,Raymond Umberlake,1LT,WBM3V6,W8PC8A,"3rd Infantry Brigade Combat Team, 25th Infantry Division",Executive Officer,(215) 555-1399,raymond.umberlake.mil@example.mil,12/16/2022,WBM3V6~R.UMBERLAKE
EB469A20E1F76B2207EF63DDC4F41A04,D16,,03/25/2022 15:59:31,03/25/2022 15:59:31,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,,WV7Y9L~g.greaves,Gary Greaves-Tolan,1SG,WV7Y9L,W9V520,38th Infantry Division (Indiana Army National Guard),Executive Officer,(610) 555-1183,gary.greaves.mil@example.mil,03/25/2022,WV7Y9L~G.GREAVES
DAFF53F13AE8C4E9124E5EAB2BE8A20A,D1A,,01/18/2018 07:29:30,01/18/2018 07:29:30,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,,WBM3V6~t.ingersby,Timothy Ingersby,CW2,WBM3V6,W8PC8A,"3rd Infantry Brigade Combat Team, 25th Infantry Division",S4,(540) 555-1818,timothy.ingersby.mil@example.mil,01/18/2018,WBM3V6~T.INGERSBY
3255F3B6B0668D1F0CDF6B9C6624D5A0,D1E,,06/07/2015 16:09:47,06/07/2015 16:09:47,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,WAHNPF~m.pettiford,Melissa Pettiford,MAJ,WAHNPF,WS4NNA,82nd Airborne Division Sustainment Brigade,Other,(484) 555-1104,melissa.pettiford.mil@example.mil,06/07/2015,WAHNPF~M.PETTIFORD
0E816B6A85CADBE23FC656DD59876DB5,D22,,09/15/2018 11:36:22,09/15/2018 11:36:22,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,W8ZMAK~l.xanthopoulos,Leonard Xanthopoulos,SGT,W8ZMAK,W8258A,593rd Expeditionary Sustainment Command,Unit Commander,(856) 555-1930,leonard.xanthopoulos.mil@example.mil,09/15/2018,W8ZMAK~L.XANTHOPOULOS
