UNID,NoteID,ParentUNID,Created,Modified,LastUpdatedBy,Attachments,ParentCaseNumber,ParentUNID,VeteranName,LineNumber,AwardName,AwardCode,AwardCategory,Quantity,SetType,Devices,DeviceCount,Engrave,EngravingText,StockNumber,LineStatus,BackorderETA,Authority,DocReaders,LineKey
0B1FD14DBD67A0B6CD19B34265AC209C,4052,CFF781582DCCF767656389E771F20D5F,05/04/2004 14:06:21,06/13/2004 02:01:21,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,VMA-2004-000009,CFF781582DCCF767656389E771F20D5F,"Montgomerie, Anthony",5,Parachutist Badge,PB,Badge,1,Full Size,,0,No,,8455-00-913-3313,Shipped,,HRC Awards and Decorations Branch memo,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Benedetta Kowalczyk/OU=CHPSID/O=TACOM,VMA-2004-000009|05
A79E04D1A8F7756B61699397BD779B3D,405A,E5AC9231D301122C98DF4D67F08379C5,07/21/2006 11:59:10,09/13/2006 17:58:10,CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM,,VMA-2006-000012,E5AC9231D301122C98DF4D67F08379C5,"Escobedo-Ruiz, Carlos",1,Overseas Service Ribbon,OSR,Ribbon,1,Full Size,,0,No,,8455-00-452-7253,Shipped,,"General Orders No. 284, 1995",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Ret Hamlin/OU=CHPSID/O=TACOM,VMA-2006-000012|01
083C55E7F69F8091F6ED5D283CAA7349,405E,E5AC9231D301122C98DF4D67F08379C5,07/21/2006 12:00:10,09/13/2006 17:58:10,CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM,,VMA-2006-000012,E5AC9231D301122C98DF4D67F08379C5,"Escobedo-Ruiz, Carlos",2,National Defense Service Medal,NDSM,Service Medal,3,Ribbon Only,,0,No,,8455-00-107-6441,Shipped,,"DD Form 214, block 13",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Ret Hamlin/OU=CHPSID/O=TACOM,VMA-2006-000012|02
D5A157BCFB60755C48418343451839B0,4066,77459BA4FD56F93FD94E59E250CB2F6A,04/29/2019 11:14:31,06/13/2019 01:13:31,CN=Marlene Okafor/OU=CHPSID/O=TACOM,,VMA-2019-000013,77459BA4FD56F93FD94E59E250CB2F6A,"Pettiford, D.",1,Army Commendation Medal,ARCOM,Decoration,1,Full Size + Miniature,,0,Yes,D. PETTIFORD,8455-00-402-6721,Shipped,,HRC Awards and Decorations Branch memo,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM,VMA-2019-000013|01
9779BE6CE3074B49FEA051553210A987,406A,77459BA4FD56F93FD94E59E250CB2F6A,04/29/2019 11:15:31,06/13/2019 01:13:31,CN=Marlene Okafor/OU=CHPSID/O=TACOM,,VMA-2019-000013,77459BA4FD56F93FD94E59E250CB2F6A,"Pettiford, D.",2,Combat Infantryman Badge,CIB,Badge,1,Full Size,,0,No,,8455-00-645-5060,Shipped,,HRC Awards and Decorations Branch memo,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM,VMA-2019-000013|02
EF9F1A91E9EE3314BD6DA8168A3A90CD,406E,77459BA4FD56F93FD94E59E250CB2F6A,04/29/2019 11:16:31,06/13/2019 01:13:31,CN=Marlene Okafor/OU=CHPSID/O=TACOM,,VMA-2019-000013,77459BA4FD56F93FD94E59E250CB2F6A,"Pettiford, D.",3,Meritorious Service Medal,MSM,Decoration,1,Ribbon Only,,0,No,,8455-00-409-5855,Shipped,,"DD Form 214, block 13",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM,VMA-2019-000013|03
0D2E0A5808BFFB9FB8B0022AE9A4C4FA,4076,8A40EEA8E171C08926125D7662345A33,07/13/2026 15:33:11,07/29/2026 18:32:11,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,,VMA-2026-000056,8A40EEA8E171C08926125D7662345A33,"Wexcombe, Susan",1,Meritorious Service Medal,MSM,Decoration,1,Full Size,,0,No,,8455-00-883-1003,Engraved,,DA Form 1577,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM,VMA-2026-000056|01
B26991F35407BCEF1744B7A987FC317D,407A,8A40EEA8E171C08926125D7662345A33,07/13/2026 15:34:11,07/29/2026 18:32:11,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,,VMA-2026-000056,8A40EEA8E171C08926125D7662345A33,"Wexcombe, Susan",2,Iraq Campaign Medal,ICM,Campaign Medal,1,Ribbon Only,Bronze Service Star,1,No,,8455-00-983-6337,Engraved,,"DD Form 214, block 13",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM,VMA-2026-000056|02
84477690B21569002258578CEBDAC09D,407E,8A40EEA8E171C08926125D7662345A33,07/13/2026 15:35:11,07/29/2026 18:32:11,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,,VMA-2026-000056,8A40EEA8E171C08926125D7662345A33,"Wexcombe, Susan",3,Global War on Terrorism Expeditionary Medal,GWOTEM,Campaign Medal,1,Full Size + Miniature,,0,No,,8455-00-588-5429,Engraved,,HRC Awards and Decorations Branch memo,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM,VMA-2026-000056|03
545EF4BC0E71E378A869FF37129B97B0,4082,8A40EEA8E171C08926125D7662345A33,07/13/2026 15:36:11,07/29/2026 18:32:11,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,,VMA-2026-000056,8A40EEA8E171C08926125D7662345A33,"Wexcombe, Susan",4,Army Service Ribbon,ASR,Ribbon,1,Full Size,,0,No,,8455-00-655-7492,Engraved,,"NPRC Form 13, item 6",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM,VMA-2026-000056|04
48AF08826F5802441A0BD34A190D57E2,4086,8A40EEA8E171C08926125D7662345A33,07/13/2026 15:37:11,07/29/2026 18:32:11,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,,VMA-2026-000056,8A40EEA8E171C08926125D7662345A33,"Wexcombe, Susan",5,Bronze Star Medal,BSM,Decoration,1,Full Size,Oak Leaf Cluster (bronze),1,Yes,S. WEXCOMBE,8455-00-151-6863,Engraved,,HRC Awards and Decorations Branch memo,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM,VMA-2026-000056|05
C114402C49BCBCE8B0F9A981E6E02AC9,408A,8A40EEA8E171C08926125D7662345A33,07/13/2026 15:38:11,07/29/2026 18:32:11,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,,VMA-2026-000056,8A40EEA8E171C08926125D7662345A33,"Wexcombe, Susan",6,Good Conduct Medal,GCM,Service Medal,1,Full Size + Miniature,,0,No,,8455-00-186-3701,Engraved,,"NPRC Form 13, item 6",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM,VMA-2026-000056|06
647F558A00C5D01004521FC517E1D1DB,4092,29E9C67EB1C388F685E07DB9703D1943,06/18/2012 14:04:24,07/09/2012 18:03:24,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,VMA-2012-000016,29E9C67EB1C388F685E07DB9703D1943,"Reyes, Karen",1,Afghanistan Campaign Medal,ACM-A,Campaign Medal,1,Full Size + Miniature + Lapel,,0,No,,8455-00-707-5353,Shipped,,"DD Form 214, block 13",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Benedetta Kowalczyk/OU=CHPSID/O=TACOM,VMA-2012-000016|01
8E97AC1DCF5D436C77B3E24675009000,409A,1D44E3BE37E7078320FFD9160D42745E,06/15/2017 13:07:44,08/04/2017 05:06:44,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,VMA-2017-000015,1D44E3BE37E7078320FFD9160D42745E,"YELLOWLEY, Luis",1,Army Commendation Medal,ARCOM,Decoration,1,Full Size + Miniature,Arrowhead,1,Yes,L. L. YELLOWLEY,8455-00-949-1036,Shipped,,"DD Form 214, block 13",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Marlene Okafor/OU=CHPSID/O=TACOM,VMA-2017-000015|01
4BDE8A180FDCB6A31D1F676C08B5BCDC,409E,1D44E3BE37E7078320FFD9160D42745E,06/15/2017 13:08:44,08/04/2017 05:06:44,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,VMA-2017-000015,1D44E3BE37E7078320FFD9160D42745E,"YELLOWLEY, Luis",2,National Defense Service Medal,NDSM,Service Medal,1,Full Size + Miniature,,0,No,,8455-00-950-6428,Shipped,,"General Orders No. 159, 2013",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Marlene Okafor/OU=CHPSID/O=TACOM,VMA-2017-000015|02
88A2913ECF094CE739C1759B4E316676,40A2,1D44E3BE37E7078320FFD9160D42745E,06/15/2017 13:09:44,08/04/2017 05:06:44,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,VMA-2017-000015,1D44E3BE37E7078320FFD9160D42745E,"YELLOWLEY, Luis",3,Global War on Terrorism Expeditionary Medal,GWOTEM,Campaign Medal,1,Full Size + Miniature,Silver Service Star,1,No,,8455-00-247-4227,Shipped,,HRC Awards and Decorations Branch memo,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Marlene Okafor/OU=CHPSID/O=TACOM,VMA-2017-000015|03
6C989639EBC60D76998BB58E39243715,40A6,1D44E3BE37E7078320FFD9160D42745E,06/15/2017 13:10:44,08/04/2017 05:06:44,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,VMA-2017-000015,1D44E3BE37E7078320FFD9160D42745E,"YELLOWLEY, Luis",4,Global War on Terrorism Service Medal,GWOTSM,Service Medal,1,Full Size,,0,No,,8455-00-676-7510,Shipped,,"DD Form 214, block 13",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Marlene Okafor/OU=CHPSID/O=TACOM,VMA-2017-000015|04
260D0EBC1003810D700ABEE84AC74604,40AA,1D44E3BE37E7078320FFD9160D42745E,06/15/2017 13:11:44,08/04/2017 05:06:44,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,VMA-2017-000015,1D44E3BE37E7078320FFD9160D42745E,"YELLOWLEY, Luis",5,Army Service Ribbon,ASR,Ribbon,2,Full Size,,0,No,,8455-00-481-4819,Shipped,,"NPRC Form 13, item 6",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Marlene Okafor/OU=CHPSID/O=TACOM,VMA-2017-000015|05
6BF8ADF0F27E79E4C3A38ACF2964DD92,40AE,1D44E3BE37E7078320FFD9160D42745E,06/15/2017 13:12:44,08/04/2017 05:06:44,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,VMA-2017-000015,1D44E3BE37E7078320FFD9160D42745E,"YELLOWLEY, Luis",6,Afghanistan Campaign Medal,ACM-A,Campaign Medal,1,Full Size,Bronze Service Star,1,No,,8455-00-358-8549,Shipped,,"DD Form 214, block 13",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Marlene Okafor/OU=CHPSID/O=TACOM,VMA-2017-000015|06
DF95ADC8986405B85947DAE139C78309,40B6,148EAD7902CCFAA5F3A63D4443F522E3,08/08/2006 07:52:33,09/27/2006 20:51:33,CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM,,VMA-2006-000013,148EAD7902CCFAA5F3A63D4443F522E3,"Lockridge, B.",1,Army Achievement Medal,AAM,Decoration,1,Ribbon Only,V Device,1,No,,8455-00-257-1640,Shipped,,"DD Form 214, block 13",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM,VMA-2006-000013|01
A51AB096EBD2198B388141562B14956E,40BA,148EAD7902CCFAA5F3A63D4443F522E3,08/08/2006 07:53:33,09/27/2006 20:51:33,CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM,,VMA-2006-000013,148EAD7902CCFAA5F3A63D4443F522E3,"Lockridge, B.",2,Combat Infantryman Badge,CIB,Badge,1,Full Size,,0,No,,8455-00-917-9424,Shipped,,"General Orders No. 323, 1968",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM,VMA-2006-000013|02
EE49FB77C64837AA100E44605B7D957F,40C2,69EEA92A67279208D2EE3852131CE1E0,06/08/2015 14:25:09,07/27/2015 01:24:09,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,VMA-2015-000013,69EEA92A67279208D2EE3852131CE1E0,"Tarquinio, Justin",1,Vietnam Service Medal,VSM,Campaign Medal,1,Full Size,,0,No,,8455-00-117-3796,Shipped,,HRC Awards and Decorations Branch memo,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,VMA-2015-000013|01
404A5CE47A817BE38A2A604CF7BFF293,40C6,69EEA92A67279208D2EE3852131CE1E0,06/08/2015 14:26:09,07/27/2015 01:24:09,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,VMA-2015-000013,69EEA92A67279208D2EE3852131CE1E0,"Tarquinio, Justin",2,Combat Infantryman Badge,CIB,Badge,2,Full Size,,0,No,,8455-00-994-8805,Backordered,10/05/2026,HRC Awards and Decorations Branch memo,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,VMA-2015-000013|02
691E499029C1C8C37F9F83138501CFC3,40CA,69EEA92A67279208D2EE3852131CE1E0,06/08/2015 14:27:09,07/27/2015 01:24:09,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,VMA-2015-000013,69EEA92A67279208D2EE3852131CE1E0,"Tarquinio, Justin",3,Republic of Vietnam Campaign Medal,RVNCM,Foreign Award,1,Full Size,,0,No,,8455-00-887-4336,Shipped,,"General Orders No. 377, 1972",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,VMA-2015-000013|03
06C08E48C8D4B8F187B7BCB5A3057FA9,40CE,69EEA92A67279208D2EE3852131CE1E0,06/08/2015 14:28:09,07/27/2015 01:24:09,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,VMA-2015-000013,69EEA92A67279208D2EE3852131CE1E0,"Tarquinio, Justin",4,Meritorious Unit Commendation,MUC,Appurtenance,1,Full Size,,0,No,,8455-00-413-1242,Shipped,,HRC Awards and Decorations Branch memo,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,VMA-2015-000013|04
9A8A28515BC5729486B5829D25CCEA27,40D2,69EEA92A67279208D2EE3852131CE1E0,06/08/2015 14:29:09,07/27/2015 01:24:09,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,VMA-2015-000013,69EEA92A67279208D2EE3852131CE1E0,"Tarquinio, Justin",5,Parachutist Badge,PB,Badge,1,Full Size,,0,No,,8455-00-798-7263,Shipped,,"General Orders No. 194, 1972",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,VMA-2015-000013|05
ABE86A21B4423E01FFFDFA7671627949,40DA,B0D42DB3D9CBAFC8230D782E5E940CED,11/22/2005 07:28:06,12/23/2005 17:27:06,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,VMA-2005-000015,B0D42DB3D9CBAFC8230D782E5E940CED,"Dunmore, Ernesto",1,Korean Service Medal,KSM,Campaign Medal,1,Full Size + Miniature + Lapel,,0,No,,8455-00-164-7792,Shipped,,"General Orders No. 135, 1953",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Ret Hamlin/OU=CHPSID/O=TACOM,VMA-2005-000015|01
E28BEA649EC94C8FA41475BFB57CA250,40DE,B0D42DB3D9CBAFC8230D782E5E940CED,11/22/2005 07:29:06,12/23/2005 17:27:06,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,VMA-2005-000015,B0D42DB3D9CBAFC8230D782E5E940CED,"Dunmore, Ernesto",2,Purple Heart,PH,Decoration,1,Ribbon Only,Oak Leaf Cluster (bronze),1,Yes,E. B. Dunmore,8455-00-371-5272,Shipped,,DA Form 1577,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Ret Hamlin/OU=CHPSID/O=TACOM,VMA-2005-000015|02
2235AEB8231817D58789D7E79CD3E255,40E2,B0D42DB3D9CBAFC8230D782E5E940CED,11/22/2005 07:30:06,12/23/2005 17:27:06,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,VMA-2005-000015,B0D42DB3D9CBAFC8230D782E5E940CED,"Dunmore, Ernesto",3,Silver Star,SS,Decoration,1,Full Size + Miniature + Lapel,,0,Yes,E. B. DUNMORE,8455-00-850-3720,Shipped,,"NPRC Form 13, item 6",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Ret Hamlin/OU=CHPSID/O=TACOM,VMA-2005-000015|03
EB8EA55A27E5E6C6BF21017FABF9F39C,40EA,547934C93B10BD34BE9D0AE930E3447C,08/28/2026 09:07:40,08/28/2026 09:06:40,CN=HRC-Transfer/OU=Agents/O=TACOM,,VMA-2026-000057,547934C93B10BD34BE9D0AE930E3447C,"Rockwell-Sayre, Jose",1,Combat Infantryman Badge,CIB,Badge,1,Full Size,,0,No,,8455-00-246-7091,Authorized,,DA Form 1577,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM,VMA-2026-000057|01
9071007EAADE31A4CE796394C7A7EFF5,40EE,547934C93B10BD34BE9D0AE930E3447C,08/28/2026 09:08:40,08/28/2026 09:06:40,CN=HRC-Transfer/OU=Agents/O=TACOM,,VMA-2026-000057,547934C93B10BD34BE9D0AE930E3447C,"Rockwell-Sayre, Jose",2,Army Commendation Medal,ARCOM,Decoration,1,Full Size + Miniature,,0,Yes,J. ROCKWELL-SAYRE,8455-00-187-6350,Authorized,,"DD Form 214, block 13",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM,VMA-2026-000057|02
1B934B925FA5F3F6DBB43C1D1FB0188D,40F2,547934C93B10BD34BE9D0AE930E3447C,08/28/2026 09:09:40,08/28/2026 09:06:40,CN=HRC-Transfer/OU=Agents/O=TACOM,,VMA-2026-000057,547934C93B10BD34BE9D0AE930E3447C,"Rockwell-Sayre, Jose",3,United Nations Service Medal Korea,UNSMK,Foreign Award,1,Full Size,,0,No,,8455-00-474-3047,Authorized,,"DD Form 214, block 13",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM,VMA-2026-000057|03
0326C697E194541F491A903FF6314554,40F6,547934C93B10BD34BE9D0AE930E3447C,08/28/2026 09:10:40,08/28/2026 09:06:40,CN=HRC-Transfer/OU=Agents/O=TACOM,,VMA-2026-000057,547934C93B10BD34BE9D0AE930E3447C,"Rockwell-Sayre, Jose",4,Army of Occupation Medal,AOM,Campaign Medal,1,Full Size,,0,No,,8455-00-127-5050,Authorized,,"General Orders No. 65, 1956",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM,VMA-2026-000057|04
609DE265AF1F0D69A66431C572B36EDE,40FE,C75E6570FE4C2F4DDED0F993241A18B5,12/31/2009 08:29:19,02/04/2010 19:28:19,CN=Marlene Okafor/OU=CHPSID/O=TACOM,,VMA-2009-000007,C75E6570FE4C2F4DDED0F993241A18B5,"Dunmore, Carol",1,Iraq Campaign Medal,ICM,Campaign Medal,1,Full Size,,0,No,,8455-00-320-9081,Shipped,,HRC Awards and Decorations Branch memo,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM,VMA-2009-000007|01
DCBB8D82CFCF511CA49895D0B0164AEA,4102,C75E6570FE4C2F4DDED0F993241A18B5,12/31/2009 08:30:19,02/04/2010 19:28:19,CN=Marlene Okafor/OU=CHPSID/O=TACOM,,VMA-2009-000007,C75E6570FE4C2F4DDED0F993241A18B5,"Dunmore, Carol",2,Combat Action Badge,CAB,Badge,1,Full Size,,0,No,,8455-00-852-2742,Shipped,,"NPRC Form 13, item 6",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM,VMA-2009-000007|02
CD394830C49D5BF2B45748466C9694F5,410A,7B9F53CA81E616F40CFBFFCAA3E541F0,02/24/2014 11:47:13,04/16/2014 22:46:13,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,VMA-2014-000010,7B9F53CA81E616F40CFBFFCAA3E541F0,"Reyes, Walter",1,Army Commendation Medal,ARCOM,Decoration,1,Full Size,Oak Leaf Cluster (bronze),1,Yes,W. L. REYES,8455-00-986-6096,Shipped,,"NPRC Form 13, item 6",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,VMA-2014-000010|01
BF4534CC365D118D953B5F0000338439,410E,7B9F53CA81E616F40CFBFFCAA3E541F0,02/24/2014 11:48:13,04/16/2014 22:46:13,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,VMA-2014-000010,7B9F53CA81E616F40CFBFFCAA3E541F0,"Reyes, Walter",2,Combat Medical Badge,CMB,Badge,1,Full Size,,0,No,,8455-00-432-2913,Shipped,,"NPRC Form 13, item 6",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,VMA-2014-000010|02
9287AA392A1CCA8901EA221BADB22B87,4112,7B9F53CA81E616F40CFBFFCAA3E541F0,02/24/2014 11:49:13,04/16/2014 22:46:13,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,VMA-2014-000010,7B9F53CA81E616F40CFBFFCAA3E541F0,"Reyes, Walter",3,Army Achievement Medal,AAM,Decoration,1,Full Size,Bronze Service Star,1,No,,8455-00-881-6797,Shipped,,HRC Awards and Decorations Branch memo,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,VMA-2014-000010|03
2453FF9B23FB5798740A4104A147871C,4116,7B9F53CA81E616F40CFBFFCAA3E541F0,02/24/2014 11:50:13,04/16/2014 22:46:13,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,VMA-2014-000010,7B9F53CA81E616F40CFBFFCAA3E541F0,"Reyes, Walter",4,Republic of Vietnam Gallantry Cross Unit Citation,RVNGC,Foreign Award,3,Full Size,,0,No,,8455-00-751-8765,Shipped,,DA Form 1577,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,VMA-2014-000010|04
B359324BC9290EE15D42A2DF9850158A,411E,6B5E27CD6C9F3F9C876FDBED21D226CE,10/24/2025 10:36:48,12/05/2025 01:35:48,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,VMA-2025-000011,6B5E27CD6C9F3F9C876FDBED21D226CE,"Wickersham, Tyler",1,National Defense Service Medal,NDSM,Service Medal,1,Full Size,,0,No,,8455-00-910-8786,Shipped,,"NPRC Form 13, item 6",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Marlene Okafor/OU=CHPSID/O=TACOM,VMA-2025-000011|01
4C05601BC25940AB9A401F41260A2238,4122,6B5E27CD6C9F3F9C876FDBED21D226CE,10/24/2025 10:37:48,12/05/2025 01:35:48,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,VMA-2025-000011,6B5E27CD6C9F3F9C876FDBED21D226CE,"Wickersham, Tyler",2,Purple Heart,PH,Decoration,1,Full Size + Miniature + Lapel,,0,Yes,T. WICKERSHAM,8455-00-988-5550,Shipped,,"NPRC Form 13, item 6",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Marlene Okafor/OU=CHPSID/O=TACOM,VMA-2025-000011|02
5CFE2B3AA46761B41DFCF483BBC57BED,4126,6B5E27CD6C9F3F9C876FDBED21D226CE,10/24/2025 10:38:48,12/05/2025 01:35:48,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,VMA-2025-000011,6B5E27CD6C9F3F9C876FDBED21D226CE,"Wickersham, Tyler",3,Honorable Service Lapel Button,HSLB,Appurtenance,1,Full Size,,0,No,,8455-00-704-5029,Shipped,,DA Form 1577,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Marlene Okafor/OU=CHPSID/O=TACOM,VMA-2025-000011|03
C51EBDEC234882C271FCEF333EA034ED,412A,6B5E27CD6C9F3F9C876FDBED21D226CE,10/24/2025 10:39:48,12/05/2025 01:35:48,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,VMA-2025-000011,6B5E27CD6C9F3F9C876FDBED21D226CE,"Wickersham, Tyler",4,Korean Service Medal,KSM,Campaign Medal,1,Full Size + Miniature + Lapel,,0,No,,8455-00-513-4925,Shipped,,"NPRC Form 13, item 6",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Marlene Okafor/OU=CHPSID/O=TACOM,VMA-2025-000011|04
822008FCFB6C11E7D93FA662069A97B9,412E,6B5E27CD6C9F3F9C876FDBED21D226CE,10/24/2025 10:40:48,12/05/2025 01:35:48,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,VMA-2025-000011,6B5E27CD6C9F3F9C876FDBED21D226CE,"Wickersham, Tyler",5,Bronze Star Medal,BSM,Decoration,1,Full Size,,0,Yes,T. WICKERSHAM,8455-00-544-5153,Shipped,,"General Orders No. 237, 1953",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Marlene Okafor/OU=CHPSID/O=TACOM,VMA-2025-000011|05
D1560FF034D1A148733CD8A79928CB3E,4136,CB2CE4129183D87085CF46D4485BE43B,09/11/2023 15:02:17,10/16/2023 06:01:17,CN=Marlene Okafor/OU=CHPSID/O=TACOM,,VMA-2026-000050,CB2CE4129183D87085CF46D4485BE43B,"Coldwater, Dorothy",1,Combat Medical Badge,CMB,Badge,1,Full Size,,0,No,,8455-00-579-6553,Authorized,,"NPRC Form 13, item 6",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Ret Hamlin/OU=CHPSID/O=TACOM,VMA-2026-000050|01
