UNID,NoteID,ParentUNID,Created,Modified,LastUpdatedBy,Attachments,DocumentNumber,Status,DODAAC,UIC,UnitName,RPD,SignalCode,FundCode,ProjectCode,SupplementaryAddress,RequestType,RequiredDeliveryDate,ShipToDODAAC,ShipToName,ShipToAddress1,ShipToAddress2,ShipToCity,ShipToState,ShipToZIP,Justification,JustificationText,LineCount,TotalValue,EnteredDate,EnteredBy,SubmittedDate,ReviewedBy,ApprovedDate,VendorKey,VendorName,ReleasedDate,ReleasedBy,EstimatedShipDate,CancelReason,CancelledDate,CancelledBy,StatusHistory,DocReaders,DocAuthors,Priority,LastModifiedBy,LastModifiedDate,StatusInquiryKey,RequesterName,RequesterRank,RequesterRole,RequesterPhone,RequesterEmail
8F97D0DF13B5A9E0EBDB7162CC9AB448,22FA,,02/10/2014 12:01:26,04/03/2014 23:01:26,CN=Vendor Portal/O=Sew-Rite Flag Company,,WAY86240416620,Shipped,WAY862,WZV67A,12th Combat Aviation Brigade,15,A,XP,3AH,,Mixed,04/11/2014,WAY862,12th Combat Aviation Brigade,"Bldg 2715, HQ","Katterbach Kaserne, Ansbach",Ansbach,DE,22082,Replacement - unserviceable,Request mixed items for 12th Combat Aviation Brigade. Ceremony scheduled; items required on hand 30 days prior.,1,249.90,02/10/2014,CN=Brian Stanwycke/OU=Units/O=Army,02/11/2014 14:01:26,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,02/25/2014 16:01:26,3SRF2,Sew-Rite Flag Company,02/28/2014 22:01:26,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,05/29/2014,,,,02/10/2014 12:01 | (new) -> Draft | Brian Stanwycke;02/11/2014 14:01 | Draft -> Submitted | Brian Stanwycke;02/20/2014 16:01 | Submitted -> Under Review | Dwayne Petrakis;02/25/2014 16:01 | Under Review -> Approved | Dwayne Petrakis;02/28/2014 22:01 | Approved -> Released to Vendor | Dwayne Petrakis;03/11/2014 22:01 | Released to Vendor -> In Production | Vendor Portal;04/03/2014 23:01 | In Production -> Shipped | Vendor Portal,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;3SRF2,[TACOM];[Admin],Routine,CN=Vendor Portal/O=Sew-Rite Flag Company,04/03/2014 23:01:26,WAY86240416620|WAY862|WZV67A,Brian Stanwycke,1LT,Protocol Officer,(484) 555-1129,brian.stanwycke.mil@example.mil
DF63FB3EB626B9B2F95F3B3B06207B6D,2302,,07/28/2025 08:16:32,07/28/2025 08:16:32,CN=Thomas Ostrowski-Lane/OU=Units/O=Army,,W4FZXV52098466,Draft,W4FZXV,WU0RUA,U.S. Army Special Operations Command,03,M,2C,,,Organizational Colors,10/26/2025,W4FZXV,U.S. Army Special Operations Command,"Bldg 2486, S4",Fort Bragg,Fort Bragg,NC,14952,Lineage and honors update,Request organizational colors items for U.S. Army Special Operations Command. Streamers authorized per CMH lineage and honors certificate dated 03/28/2019.,1,1644.12,07/28/2025,CN=Thomas Ostrowski-Lane/OU=Units/O=Army,,,,,,,,,,,,07/28/2025 08:16 | (new) -> Draft | Thomas Ostrowski-Lane,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;DODAAC-W4FZXV;CN=Thomas Ostrowski-Lane/OU=Units/O=Army,CN=Thomas Ostrowski-Lane/OU=Units/O=Army;[TACOM],Expedite,CN=Thomas Ostrowski-Lane/OU=Units/O=Army,07/28/2025 08:16:32,W4FZXV52098466|W4FZXV|WU0RUA,Thomas Ostrowski-Lane,SGT,Supply Sergeant,(717) 555-1220,thomas.ostrowski.mil@example.mil
804EAB0611901AF9D2E231D06E52AE45,230A,,10/27/2025 17:29:54,11/20/2025 08:29:54,CN=Ret Hamlin/OU=CHPSID/O=TACOM,DD1348-6_W53EJL53001663.pdf,W53EJL53001663,Released to Vendor,W53EJL,WTDFEA,U.S. Army Sustainment Command,06,J,XP,,,Insignia,01/25/2026,W53EJL,U.S. Army Sustainment Command,"Bldg 1247, S4",Rock Island Arsenal,Rock Island Arsenal,IL,63674,Retirement ceremony,Request insignia items for U.S. Army Sustainment Command. Unit reflagged per HQDA order.,6,264.73,10/27/2025,CN=James Mackelvane/OU=Units/O=Army,10/29/2025 21:29:54,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,11/15/2025 02:29:54,8BLU5,Blue Ridge Emblem Company,11/20/2025 08:29:54,CN=Ret Hamlin/OU=CHPSID/O=TACOM,01/04/2026,,,,10/27/2025 17:29 | (new) -> Draft | James Mackelvane;10/29/2025 21:29 | Draft -> Submitted | James Mackelvane;11/03/2025 22:29 | Submitted -> Under Review | Theodore Blankenship;11/15/2025 02:29 | Under Review -> Approved | Theodore Blankenship;11/20/2025 08:29 | Approved -> Released to Vendor | Ret Hamlin,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;8BLU5,[TACOM];[Admin],Routine,CN=Ret Hamlin/OU=CHPSID/O=TACOM,11/20/2025 08:29:54,W53EJL53001663|W53EJL|WTDFEA,James Mackelvane,SFC,Executive Officer,(302) 555-1308,james.mackelvane.mil@example.mil
04E7FB3FC28A6E86F63BDF5E23C0F9CF,2322,,03/24/2009 12:02:24,05/28/2009 05:02:24,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,DD1348-6_WSGFDA90837790.pdf,WSGFDA90837790,Complete,WSGFDA,WXWR70,U.S. Army Aviation and Missile Command,13,A,GD,3AH,,Guidon,07/22/2009,WSGFDA,U.S. Army Aviation and Missile Command,"Bldg 1945, Property Book Office",Redstone Arsenal,Redstone Arsenal,AL,68387,Unit activation,Request guidon items for U.S. Army Aviation and Missile Command. Existing items unserviceable due to fading and fraying.,1,202.54,03/24/2009,CN=James Ahlquist-Bane/OU=Units/O=Army,03/25/2009 12:02:24,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,04/14/2009 20:02:24,5KSB9,Keystone Banner Works,04/16/2009 21:02:24,CN=Ret Hamlin/OU=CHPSID/O=TACOM,07/15/2009,,,,03/24/2009 12:02 | (new) -> Draft | James Ahlquist-Bane;03/25/2009 12:02 | Draft -> Submitted | James Ahlquist-Bane;03/31/2009 14:02 | Submitted -> Under Review | Theodore Blankenship;04/14/2009 20:02 | Under Review -> Approved | Theodore Blankenship;04/16/2009 21:02 | Approved -> Released to Vendor | Ret Hamlin;04/21/2009 00:02 | Released to Vendor -> In Production | Vendor Portal;05/10/2009 03:02 | In Production -> Shipped | Vendor Portal;05/28/2009 05:02 | Shipped -> Complete | Theodore Blankenship,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;5KSB9,[TACOM];[Admin],Routine,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,05/28/2009 05:02:24,WSGFDA90837790|WSGFDA|WXWR70,James Ahlquist-Bane,SFC,Other,(267) 555-1943,james.ahlquist.mil@example.mil
56731F25DA48B01AA886E53F90DABA5C,232A,,03/16/2026 11:16:08,04/08/2026 02:16:08,CN=Vendor Portal/O=Keystone Banner Works,DD1348-6_WBM3V621109004.pdf,WBM3V621109004,In Production,WX4KEC,WFWE4A,"1st Brigade Combat Team, 101st Airborne Division (Air Assault)",15,J,6A,,WZSV83,Streamer,09/12/2026,WZSV83,U.S. Army Cyber Command,"Bldg 1606, HQ",Fort Gordon,Fort Gordon,GA,40394,Change of command ceremony,"Request streamer items for 1st Brigade Combat Team, 101st Airborne Division (Air Assault). Streamers authorized per CMH lineage and honors certificate dated 07/25/2009.",3,431.13,03/16/2026,CN=Ruth Crandall-Mott/OU=Units/O=Army,03/19/2026 15:16:08,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,03/29/2026 21:16:08,5KSB9,Keystone Banner Works,04/01/2026 01:16:08,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,05/01/2026,,,,03/16/2026 11:16 | (new) -> Draft | Ruth Crandall-Mott;03/19/2026 15:16 | Draft -> Submitted | Ruth Crandall-Mott;03/25/2026 20:16 | Submitted -> Under Review | Lorraine Whitcombe;03/29/2026 21:16 | Under Review -> Approved | Lorraine Whitcombe;04/01/2026 01:16 | Approved -> Released to Vendor | Theodore Blankenship;04/08/2026 02:16 | Released to Vendor -> In Production | Vendor Portal,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;5KSB9,[TACOM];[Admin],Routine,CN=Vendor Portal/O=Keystone Banner Works,04/08/2026 02:16:08,WBM3V621109004|WX4KEC|WFWE4A,Ruth Crandall-Mott,CW2,Supply Sergeant,(856) 555-1994,ruth.crandall.mil@example.mil
90AAC4DBA1B5A9F8DEDCA883A7636F83,233A,,04/14/2023 08:04:52,07/12/2023 07:04:52,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,WZG4U031041816,Complete,WZG4U0,WNQ5QA,36th Infantry Division (Texas Army National Guard),15,A,AB,3AZ,WJW2AJ,Distinguishing Flag,06/13/2023,WJW2AJ,13th Armored Corps Sustainment Command,"Bldg 6403, Property Book Office",Fort Hood,Fort Hood,TX,91849,Retirement ceremony,Request distinguishing flag items for 36th Infantry Division (Texas Army National Guard). Unit reflagged per HQDA order.,3,1057.35,04/14/2023,CN=Helen Kirkbride/OU=Units/O=Army,04/14/2023 13:04:52,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,04/27/2023 20:04:52,4TRD6,Tidewater Textile Products,04/29/2023 01:04:52,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,06/13/2023,,,,04/14/2023 08:04 | (new) -> Draft | Helen Kirkbride;04/14/2023 13:04 | Draft -> Submitted | Helen Kirkbride;04/24/2023 15:04 | Submitted -> Under Review | Dwayne Petrakis;04/27/2023 20:04 | Under Review -> Approved | Dwayne Petrakis;04/29/2023 01:04 | Approved -> Released to Vendor | Theodore Blankenship;05/02/2023 02:04 | Released to Vendor -> In Production | Vendor Portal;07/07/2023 05:04 | In Production -> Shipped | Vendor Portal;07/12/2023 07:04 | Shipped -> Complete | Lorraine Whitcombe,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;4TRD6,[TACOM];[Admin],Routine,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,07/12/2023 07:04:52,WZG4U031041816|WZG4U0|WNQ5QA,Helen Kirkbride,SFC,Unit Commander,(540) 555-1009,helen.kirkbride.mil@example.mil
FDB1C8CDAC07AA1BBD1A84B8AEB20FEE,234A,,09/08/2025 09:34:51,10/01/2025 03:34:51,"CN=Vendor Portal/O=Old Line Embroidery, Inc.",,WS36CV52511037,In Production,WS36CV,WE4TTA,XVIII Airborne Corps Headquarters and Headquarters Battalion,06,M,XP,3AH,,Automobile Flag,11/07/2025,WS36CV,XVIII Airborne Corps Headquarters and Headquarters Battalion,"Bldg 1714, Property Book Office",Fort Bragg,Fort Bragg,NC,71678,Replacement - unserviceable,Request automobile flag items for XVIII Airborne Corps Headquarters and Headquarters Battalion. Existing items unserviceable due to fading and fraying.,4,617.07,09/08/2025,CN=David Mackelvane/OU=Units/O=Army,09/08/2025 11:34:51,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,09/20/2025 17:34:51,0PLE4,"Old Line Embroidery, Inc.",09/21/2025 22:34:51,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,12/05/2025,,,,09/08/2025 09:34 | (new) -> Draft | David Mackelvane;09/08/2025 11:34 | Draft -> Submitted | David Mackelvane;09/09/2025 14:34 | Submitted -> Under Review | Lorraine Whitcombe;09/20/2025 17:34 | Under Review -> Approved | Lorraine Whitcombe;09/21/2025 22:34 | Approved -> Released to Vendor | Dwayne Petrakis;10/01/2025 03:34 | Released to Vendor -> In Production | Vendor Portal,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;0PLE4,[TACOM];[Admin],Routine,"CN=Vendor Portal/O=Old Line Embroidery, Inc.",10/01/2025 03:34:51,WS36CV52511037|WS36CV|WE4TTA,David Mackelvane,CW2,Other,(302) 555-1580,david.mackelvane.mil@example.mil
8A81B9BB60C41A9B19B8391E6BC67AF8,235E,,03/09/2026 11:16:42,04/18/2026 03:16:42,CN=Vendor Portal/O=Heartland Colors Manufacturing,DD1348-6_W02D7560681784.pdf,W02D7560681784,In Production,W02D75,WZQ3WA,29th Infantry Division (Virginia Army National Guard),09,M,6A,3AZ,,Guidon,05/08/2026,W02D75,29th Infantry Division (Virginia Army National Guard),"Bldg 4962, S4",Fort Belvoir,Fort Belvoir,VA,30892,Unit activation,Request guidon items for 29th Infantry Division (Virginia Army National Guard). Existing items unserviceable due to fading and fraying.,1,399.39,03/09/2026,CN=David Quennevile/OU=Units/O=Army,03/11/2026 15:16:42,CN=Ret Hamlin/OU=CHPSID/O=TACOM,03/26/2026 19:16:42,6HRT3,Heartland Colors Manufacturing,04/02/2026 23:16:42,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,07/01/2026,,,,03/09/2026 11:16 | (new) -> Draft | David Quennevile;03/11/2026 15:16 | Draft -> Submitted | David Quennevile;03/14/2026 18:16 | Submitted -> Under Review | Ret Hamlin;03/26/2026 19:16 | Under Review -> Approved | Ret Hamlin;04/02/2026 23:16 | Approved -> Released to Vendor | Lorraine Whitcombe;04/18/2026 03:16 | Released to Vendor -> In Production | Vendor Portal,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;6HRT3,[TACOM];[Admin],Routine,CN=Vendor Portal/O=Heartland Colors Manufacturing,04/18/2026 03:16:42,W02D7560681784|W02D75|WZQ3WA,David Quennevile,GS-09,S4,(215) 555-1505,david.quennevile.mil@example.mil
9421CDA20CB0570EE764598ECDEFF188,2366,,09/10/2025 11:14:35,09/25/2025 18:14:35,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,DD1348-6_WZMAN852534544.pdf,WZMAN852534544,Approved,WZMAN8,WDM3SA,116th Infantry Brigade Combat Team (Virginia Army National Guard),15,A,2B,3AZ,,Automobile Flag,03/09/2026,WZMAN8,116th Infantry Brigade Combat Team (Virginia Army National Guard),"Bldg 575, Property Book Office",Staunton,Staunton,VA,41560,Retirement ceremony,Request automobile flag items for 116th Infantry Brigade Combat Team (Virginia Army National Guard). Unit reflagged per HQDA order.,2,325.16,09/10/2025,CN=Mary Ahlquist-Bane/OU=Units/O=Army,09/11/2025 15:14:35,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,09/25/2025 18:14:35,,,,,,,,,09/10/2025 11:14 | (new) -> Draft | Mary Ahlquist-Bane;09/11/2025 15:14 | Draft -> Submitted | Mary Ahlquist-Bane;09/20/2025 18:14 | Submitted -> Under Review | Lorraine Whitcombe;09/25/2025 18:14 | Under Review -> Approved | Lorraine Whitcombe,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;DODAAC-WZMAN8;CN=Mary Ahlquist-Bane/OU=Units/O=Army,CN=Mary Ahlquist-Bane/OU=Units/O=Army;[TACOM],Routine,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,09/25/2025 18:14:35,WZMAN852534544|WZMAN8|WDM3SA,Mary Ahlquist-Bane,GS-11,S4,(302) 555-1926,mary.ahlquist.mil@example.mil
C41EC1EA040D399843B4B45EC4C6535E,2372,,08/01/2025 09:22:22,08/28/2025 04:22:22,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,WWCT1F52132730,Released to Vendor,WWCT1F,WN4QPA,8th Theater Sustainment Command,12,J,GD,9GU,,Organizational Colors,10/30/2025,WWCT1F,8th Theater Sustainment Command,"Bldg 6414, Property Book Office",Fort Shafter,Fort Shafter,HI,22743,Reflagging,Request organizational colors items for 8th Theater Sustainment Command. Ceremony scheduled; items required on hand 30 days prior.,1,1534.63,08/01/2025,CN=Karen Fairweather/OU=Units/O=Army,08/05/2025 13:22:22,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,08/23/2025 00:22:22,7GRN1,Great Northern Flag & Pennant,08/28/2025 04:22:22,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,11/11/2025,,,,08/01/2025 09:22 | (new) -> Draft | Karen Fairweather;08/05/2025 13:22 | Draft -> Submitted | Karen Fairweather;08/14/2025 18:22 | Submitted -> Under Review | Theodore Blankenship;08/23/2025 00:22 | Under Review -> Approved | Theodore Blankenship;08/28/2025 04:22 | Approved -> Released to Vendor | Dwayne Petrakis,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;7GRN1,[TACOM];[Admin],Routine,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,08/28/2025 04:22:22,WWCT1F52132730|WWCT1F|WN4QPA,Karen Fairweather,1LT,S4,(410) 555-1505,karen.fairweather.mil@example.mil
848642C75EC4BA91B37BEE54ED32308B,237A,,09/05/2016 11:13:04,01/04/2017 15:13:04,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,WS36CV62496662,Complete,WS36CV,WE4TTA,XVIII Airborne Corps Headquarters and Headquarters Battalion,03,A,2C,,WYEX1M,Automobile Flag,11/04/2016,WYEX1M,3rd Combat Aviation Brigade,"Bldg 6269, HQ",Hunter Army Airfield,Hunter Army Airfield,GA,24869,Initial issue,Request automobile flag items for XVIII Airborne Corps Headquarters and Headquarters Battalion. Ceremony scheduled; items required on hand 30 days prior.,3,307.36,09/05/2016,CN=Ruth Drakeford/OU=Units/O=Army,09/06/2016 14:13:04,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,09/25/2016 00:13:04,9CST0,Coastal Standard & Guidon,10/02/2016 05:13:04,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,12/31/2016,,,,09/05/2016 11:13 | (new) -> Draft | Ruth Drakeford;09/06/2016 14:13 | Draft -> Submitted | Ruth Drakeford;09/13/2016 19:13 | Submitted -> Under Review | Lorraine Whitcombe;09/25/2016 00:13 | Under Review -> Approved | Lorraine Whitcombe;10/02/2016 05:13 | Approved -> Released to Vendor | Theodore Blankenship;10/05/2016 10:13 | Released to Vendor -> In Production | Vendor Portal;12/14/2016 10:13 | In Production -> Shipped | Vendor Portal;01/04/2017 15:13 | Shipped -> Complete | Dwayne Petrakis,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;9CST0,[TACOM];[Admin],Expedite,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,01/04/2017 15:13:04,WS36CV62496662|WS36CV|WE4TTA,Ruth Drakeford,CW2,Supply Sergeant,(302) 555-1130,ruth.drakeford.mil@example.mil
CDB92366C28CD4A484D5B52EAF3B65C3,238A,,09/12/2013 11:01:34,11/30/2013 03:01:34,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,WA1PJJ32558813,Complete,WA1PJJ,W17FJA,75th Field Artillery Brigade,05,M,6B,,,Distinguishing Flag,12/11/2013,WA1PJJ,75th Field Artillery Brigade,"Bldg 6496, Property Book Office",Fort Sill,Fort Sill,OK,26540,Lineage and honors update,Request distinguishing flag items for 75th Field Artillery Brigade. Streamers authorized per CMH lineage and honors certificate dated 04/23/2005.,2,392.17,09/12/2013,CN=Thomas Gastrelle/OU=Units/O=Army,09/16/2013 12:01:34,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,09/20/2013 19:01:34,3SRF2,Sew-Rite Flag Company,09/23/2013 23:01:34,CN=Ret Hamlin/OU=CHPSID/O=TACOM,12/07/2013,,,,09/12/2013 11:01 | (new) -> Draft | Thomas Gastrelle;09/16/2013 12:01 | Draft -> Submitted | Thomas Gastrelle;09/19/2013 14:01 | Submitted -> Under Review | Dwayne Petrakis;09/20/2013 19:01 | Under Review -> Approved | Dwayne Petrakis;09/23/2013 23:01 | Approved -> Released to Vendor | Ret Hamlin;09/30/2013 23:01 | Released to Vendor -> In Production | Vendor Portal;11/21/2013 23:01 | In Production -> Shipped | Vendor Portal;11/30/2013 03:01 | Shipped -> Complete | Dwayne Petrakis,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;3SRF2,[TACOM];[Admin],Expedite,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,11/30/2013 03:01:34,WA1PJJ32558813|WA1PJJ|W17FJA,Thomas Gastrelle,SSG,S4,(703) 555-1678,thomas.gastrelle.mil@example.mil
32439F6F807BE05227FD7F936F00FC39,2396,,02/12/2019 07:34:39,05/03/2019 04:34:39,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,DD1348-6_W3JPW690438634.pdf;Justification_W3JPW690438634.docx,W3JPW690438634,Complete,W3JPW6,WQDL80,"2nd Armored Brigade Combat Team, 1st Cavalry Division",15,M,AB,,,Guidon,05/13/2019,W3JPW6,"2nd Armored Brigade Combat Team, 1st Cavalry Division","Bldg 8475, Supply",Fort Hood,Fort Hood,TX,48871,Change of command ceremony,"Request guidon items for 2nd Armored Brigade Combat Team, 1st Cavalry Division. Streamers authorized per CMH lineage and honors certificate dated 09/19/2013.",3,762.06,02/12/2019,CN=Terrence Figueroa-Paz/OU=Units/O=Army,02/14/2019 09:34:39,CN=Ret Hamlin/OU=CHPSID/O=TACOM,03/07/2019 13:34:39,1CLR7,Liberty Colors LLC,03/11/2019 18:34:39,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,04/25/2019,,,,02/12/2019 07:34 | (new) -> Draft | Terrence Figueroa-Paz;02/14/2019 09:34 | Draft -> Submitted | Terrence Figueroa-Paz;02/22/2019 13:34 | Submitted -> Under Review | Ret Hamlin;03/07/2019 13:34 | Under Review -> Approved | Ret Hamlin;03/11/2019 18:34 | Approved -> Released to Vendor | Theodore Blankenship;03/18/2019 00:34 | Released to Vendor -> In Production | Vendor Portal;04/14/2019 03:34 | In Production -> Shipped | Vendor Portal;05/03/2019 04:34 | Shipped -> Complete | Lorraine Whitcombe,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;1CLR7,[TACOM];[Admin],Routine,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,05/03/2019 04:34:39,W3JPW690438634|W3JPW6|WQDL80,Terrence Figueroa-Paz,CPT,Property Book Officer,(703) 555-1492,terrence.figueroa.mil@example.mil
C8EF7C67B4F3034DFF175DB0BE8A8DA9,23A6,,11/27/2023 14:40:44,12/03/2023 00:40:44,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,WH9EE833311656,Approved,WH9EE8,WRD9YA,1st Armored Division Headquarters and Headquarters Battalion,15,A,GD,,,Streamer,02/25/2024,WH9EE8,1st Armored Division Headquarters and Headquarters Battalion,"Bldg 107, Property Book Office",Fort Bliss,Fort Bliss,TX,63184,Unit activation,Request streamer items for 1st Armored Division Headquarters and Headquarters Battalion. Streamers authorized per CMH lineage and honors certificate dated 10/09/2004.,6,550.53,11/27/2023,CN=Thomas Bramwold/OU=Units/O=Army,11/29/2023 15:40:44,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,12/03/2023 00:40:44,,,,,,,,,11/27/2023 14:40 | (new) -> Draft | Thomas Bramwold;11/29/2023 15:40 | Draft -> Submitted | Thomas Bramwold;12/01/2023 20:40 | Submitted -> Under Review | Lorraine Whitcombe;12/03/2023 00:40 | Under Review -> Approved | Lorraine Whitcombe,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;DODAAC-WH9EE8;CN=Thomas Bramwold/OU=Units/O=Army,CN=Thomas Bramwold/OU=Units/O=Army;[TACOM],Routine,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,12/03/2023 00:40:44,WH9EE833311656|WH9EE8|WRD9YA,Thomas Bramwold,SGT,Property Book Officer,(267) 555-1848,thomas.bramwold.mil@example.mil
459FD97626B6CE9B3897F395026B7D1A,23C2,,11/14/2025 07:40:28,12/04/2025 15:40:28,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,DD1348-6_WX4KEC53180341.pdf,WX4KEC53180341,Approved,WX4KEC,WFWE4A,"1st Brigade Combat Team, 101st Airborne Division (Air Assault)",03,M,2C,HER,,Insignia,05/13/2026,WX4KEC,"1st Brigade Combat Team, 101st Airborne Division (Air Assault)","Bldg 4881, Property Book Office",Fort Campbell,Fort Campbell,KY,22381,Deployment ceremony,"Request insignia items for 1st Brigade Combat Team, 101st Airborne Division (Air Assault). Unit reflagged per HQDA order.",5,213.65,11/14/2025,CN=Ruth Crandall-Mott/OU=Units/O=Army,11/16/2025 11:40:28,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,12/04/2025 15:40:28,,,,,,,,,11/14/2025 07:40 | (new) -> Draft | Ruth Crandall-Mott;11/16/2025 11:40 | Draft -> Submitted | Ruth Crandall-Mott;11/25/2025 12:40 | Submitted -> Under Review | Lorraine Whitcombe;12/04/2025 15:40 | Under Review -> Approved | Lorraine Whitcombe,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;DODAAC-WX4KEC;CN=Ruth Crandall-Mott/OU=Units/O=Army,CN=Ruth Crandall-Mott/OU=Units/O=Army;[TACOM],Expedite,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,12/04/2025 15:40:28,WX4KEC53180341|WX4KEC|WFWE4A,Ruth Crandall-Mott,CW2,Supply Sergeant,(856) 555-1994,ruth.crandall.mil@example.mil
B616DB23191FA556858D86A65B08FDCC,23D6,,08/21/2017 12:18:38,12/10/2017 08:18:38,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,WFTYWM72332111,Complete,WFTYWM,WR84JA,412th Theater Engineer Command (Army Reserve),03,A,AB,3AZ,,Distinguishing Flag,10/20/2017,WFTYWM,412th Theater Engineer Command (Army Reserve),"Bldg 7535, S4",Vicksburg,Vicksburg,MS,88877,Unit activation,Request distinguishing flag items for 412th Theater Engineer Command (Army Reserve). Existing items unserviceable due to fading and fraying.,3,1157.89,08/21/2017,CN=Brandon Galbreath/OU=Units/O=Army,08/24/2017 16:18:38,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,09/14/2017 23:18:38,7GRN1,Great Northern Flag & Pennant,09/17/2017 02:18:38,CN=Ret Hamlin/OU=CHPSID/O=TACOM,12/16/2017,,,,08/21/2017 12:18 | (new) -> Draft | Brandon Galbreath;08/24/2017 16:18 | Draft -> Submitted | Brandon Galbreath;09/03/2017 21:18 | Submitted -> Under Review | Theodore Blankenship;09/14/2017 23:18 | Under Review -> Approved | Theodore Blankenship;09/17/2017 02:18 | Approved -> Released to Vendor | Ret Hamlin;09/24/2017 06:18 | Released to Vendor -> In Production | Vendor Portal;12/03/2017 07:18 | In Production -> Shipped | Vendor Portal;12/10/2017 08:18 | Shipped -> Complete | Dwayne Petrakis,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;7GRN1,[TACOM];[Admin],Expedite,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,12/10/2017 08:18:38,WFTYWM72332111|WFTYWM|WR84JA,Brandon Galbreath,CPT,Supply Sergeant,(410) 555-1528,brandon.galbreath.mil@example.mil
