UNID,NoteID,ParentUNID,Created,Modified,LastUpdatedBy,Attachments,RequesterID,LastName,Suffix,FirstName,MI,Relationship,VeteranName,Street,City,State,ZIP,Phone,Email,PreferredContact,Source,CreatedDate,AddressVerified,AddressVerifiedDate,LookupKey,DisplayName,DocReaders,MergedInto
7E683F94CA75E010275CF60409C5E1B6,1312,,11/28/2010 08:27:14,11/28/2010 08:27:14,CN=Benedetta Kowalczyk/OU=CHPSID/O=TACOM,,RQ000647,Ullswater,,William,,Self,William Ullswater,3880 Pershing Ln,Des Moines,IA,50350,(540) 555-1769,,E-mail,Congressional,11/28/2010,Yes,11/28/2010,ULLSWATER|WILLIAM|50350,"Ullswater, William",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,
2408BF551F3F6734A770D4CC1115BAC9,1316,,07/02/2008 10:08:05,07/02/2008 10:08:05,CN=HRC-Transfer/OU=Agents/O=TACOM,,RQ000648,Sallisaw,,Luis Jr,,Grandchild,Thomas Sallisaw,6485 Ridgway Ave,Jacksonville,FL,32294,(717) 555-1960,,E-mail,NPRC,07/02/2008,No,,SALLISAW|LUIS JR|32294,"Sallisaw, Luis Jr",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,
13F40C50B9607D4CFF1494C263DD0BB1,131A,,02/03/2011 08:22:14,02/03/2011 08:22:14,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,RQ000649,Saldivar,Jr.,Barbara,N,Self,Barbara N Saldivar,9057 Patton Dr,Oklahoma City,OK,73161,(484) 555-1312,barbara.saldivar@example.com,E-mail,Congressional,02/03/2011,Yes,02/03/2011,SALDIVAR|BARBARA|73161,"Saldivar, Barbara N",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,
91BE4099F068F55723D4FA1E10F3766A,131E,,01/17/2015 15:06:50,01/17/2015 15:06:50,CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM,,RQ000650,Oakhurst-Pell,Sr.,Luis,M,Self,Luis M Oakhurst-Pell,9080 Walnut Dr,Memphis,TN,38101,(540) 555-1894,,Phone,Congressional,01/17/2015,No,01/17/2015,OAKHURST-PELL|LUIS|38101,"Oakhurst-Pell, Luis M",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,
4CF488AEC1484FF0B542274E1E225415,1322,,12/10/2019 07:23:28,12/10/2019 07:23:28,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,RQ000651,Jaramillo,,E.,P,Spouse,Thomas Jaramillo,7344 Ridgway Ln,Houston,TX,77076-2819,(540) 555-1036,,E-mail,Manual,12/10/2019,No,,JARAMILLO|E.|77076,"Jaramillo, E.",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,RQ000289
DF95A024DDAD02D4BB440C0F68B7BDB8,1326,,04/20/2013 07:34:02,04/20/2013 07:34:02,CN=HRC-Transfer/OU=Agents/O=TACOM,,RQ000652,Saldivar,Jr.,David,H,Self,David H Saldivar,1323 Hickory Blvd,Hartford,CT,06166-1400,(540) 555-1511,,Mail,HRC,04/20/2013,Yes,04/20/2013,SALDIVAR|DAVID|06166,"Saldivar, David H",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,
2AF0AD3A148177A7185361ADA1743D9D,132A,,03/26/2004 07:45:20,03/26/2004 07:45:20,CN=HRC-Transfer/OU=Agents/O=TACOM,,RQ000653,Underhill-Voss,Jr.,Mary,A,Daughter,Christopher Underhill,4437 Bradley Blvd,Oklahoma City,OK,73190,,,Phone,NPRC,03/26/2004,No,,UNDERHILL-VOSS|MARY|73190,"Underhill-Voss, Mary A",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,
BED06CA42F64D907D53897EEB99744E8,132E,,04/10/2023 15:26:44,04/10/2023 15:26:44,CN=HRC-Transfer/OU=Agents/O=TACOM,,RQ000654,Ellingboe,Sr.,Amanda R,R,Self,Amanda R Ellingboe,6750 Ridgway Blvd,New Orleans,LA,70169,(267) 555-1084,amanda.ellingboe@example.com,Phone,NPRC,04/10/2023,No,,ELLINGBOE|AMANDA R|70169,"Ellingboe, Amanda R",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,
6641D7595D60238E328857FEB116E025,1332,,04/15/2013 08:02:45,04/15/2013 08:02:45,CN=HRC-Transfer/OU=Agents/O=TACOM,,RQ000655,Quimbley,,Raymond,G,Spouse,Rafael Quimbley,9032 Bradley Blvd,Seattle,WA,98141,(484) 555-1517,,Phone,NPRC,04/15/2013,Yes,04/15/2013,QUIMBLEY|RAYMOND|98141,"Quimbley, Raymond G",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,
095370C66EF843BBE5B830459AF049BA,1336,,05/15/2011 15:52:49,05/15/2011 15:52:49,CN=Benedetta Kowalczyk/OU=CHPSID/O=TACOM,,RQ000656,Abernook,,Barbara,W,Self,Barbara W Abernook,6328 Marshall Blvd,Killeen,TX,76568,,,Phone,Congressional,05/15/2011,Yes,05/15/2011,ABERNOOK|BARBARA|76568,"Abernook, Barbara W",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,
16D9A2246B5BA9794160783483C5B5C7,133A,,01/08/2021 07:22:36,01/08/2021 07:22:36,CN=HRC-Transfer/OU=Agents/O=TACOM,,RQ000657,Dunmore-Vey,III,Harold,E,Spouse,Lisa Dunmore,8900 Armory Dr,Seattle,WA,98116,,harold.dunmore@example.com,E-mail,NPRC,01/08/2021,Yes,,DUNMORE-VEY|HAROLD|98116,"Dunmore-Vey, Harold E",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,
D9DFD3ACAB381061DA5D3B4C3EFCD1C4,133E,,07/31/2014 15:20:13,07/31/2014 15:20:13,CN=HRC-Transfer/OU=Agents/O=TACOM,,RQ000658,Lockridge,Sr.,Heather,B,Son,Karen Lockridge,5424 Maple Dr,Pittsburgh,PA,15286,(484) 555-1486,heather.lockridge@example.com,Mail,HRC,07/31/2014,Yes,07/31/2014,LOCKRIDGE|HEATHER|15286,"Lockridge, Heather B",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,
06FCC801B021F7FD24F60C9B19514005,1342,,05/28/2023 12:35:00,05/28/2023 12:35:00,CN=Benedetta Kowalczyk/OU=CHPSID/O=TACOM,,RQ000659,Galbreath,Jr.,Brandon,R,Self,Brandon R Galbreath,182 Poplar Rd,Honolulu,HI,96839,(540) 555-1423,brandon.galbreath@example.com,Phone,Congressional,05/28/2023,Yes,05/28/2023,GALBREATH|BRANDON|96839,"Galbreath, Brandon R",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,
79ED684665F0D70A29066EC9ECF966A0,1346,,10/21/2011 15:36:39,10/21/2011 15:36:39,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,RQ000660,Fortenbury,III,Joshua,,Self,Joshua Fortenbury,6598 Pershing Ave,Lawton,OK,73593-5317,(484) 555-1759,,Mail,Congressional,10/21/2011,Yes,10/21/2011,FORTENBURY|JOSHUA|73593,"Fortenbury, Joshua",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,
29F3AB93E73861AC4E67CA67AF964DC7,134A,,10/16/2018 11:43:35,10/16/2018 11:43:35,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,RQ000661,Pettiford,Jr.,David,,Self,David Pettiford,5042 Bradley Pl,Buffalo,NY,14228,,,E-mail,Congressional,10/16/2018,Yes,10/16/2018,PETTIFORD|DAVID|14228,"Pettiford, David",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,
5ACB9F6B3B332B7DF3B29550EC6321F3,134E,,11/23/2010 10:53:35,11/23/2010 10:53:35,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,RQ000662,Nakashima,Sr.,Mildred,J,Other NOK,Barbara Nakashima,1282 Chestnut Rd,New Orleans,LA,70192,,mildred.nakashima@example.com,E-mail,Congressional,11/23/2010,No,11/23/2010,NAKASHIMA|MILDRED|70192,"Nakashima, Mildred J",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,
A73267A59685FF24F24FC7666827C86B,1352,,08/06/2009 12:21:35,08/06/2009 12:21:35,CN=HRC-Transfer/OU=Agents/O=TACOM,,RQ000663,Underhill-Voss,Jr.,David,E,Son,Carl Underhill,6377 Maple Rd Apt 9A,Houston,TX,77051,(703) 555-1668,david.underhill@example.com,Mail,NPRC,08/06/2009,Yes,,UNDERHILL-VOSS|DAVID|77051,"Underhill-Voss, David E",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,
975889CC45C2DF9DCD1EBC635BE7006E,1356,,12/21/2018 07:08:39,12/21/2018 07:08:39,CN=Benedetta Kowalczyk/OU=CHPSID/O=TACOM,,RQ000664,Cartlewood,,Michael,G,Self,Michael G Cartlewood,976 Magnolia Ter,Honolulu,HI,96838,(267) 555-1204,michael.cartlewood@example.com,Mail,Manual,12/21/2018,No,12/21/2018,CARTLEWOOD|MICHAEL|96838,"Cartlewood, Michael G",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,
1262512728A5ADC20BEC4337D2D21CB4,135A,,05/29/2024 13:08:21,05/29/2024 13:08:21,CN=HRC-Transfer/OU=Agents/O=TACOM,,RQ000665,Kellerhaus,III,Stephanie,K,Self,Stephanie K Kellerhaus,2056 Ridgway Ter,Salt Lake City,UT,84171,(302) 555-1375,stephanie.kellerhaus@example.com,Phone,HRC,05/29/2024,No,,KELLERHAUS|STEPHANIE|84171,"Kellerhaus, Stephanie K",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,
6AE182128EC5E447EF267431B1AC4619,135E,,02/17/2006 11:34:01,02/17/2006 11:34:01,CN=HRC-Transfer/OU=Agents/O=TACOM,,RQ000666,Maldonado-Vega,,Eugene,,Self,Eugene Maldonado-Vega,8039 Magnolia Blvd,Anchorage,AK,99503,,eugene.maldonado@example.com,E-mail,HRC,02/17/2006,Yes,,MALDONADO-VEGA|EUGENE|99503,"Maldonado-Vega, Eugene",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,
2C9D09A2631160E0BF073C5A391FF487,1362,,10/11/2025 08:59:23,10/11/2025 08:59:23,CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM,,RQ000667,Urquhart,Sr.,Darnell,E,Self,Darnell E Urquhart,1321 Sycamore Blvd,Columbus,OH,43226,(610) 555-1489,darnell.urquhart@example.com,Phone,Manual,10/11/2025,Yes,10/11/2025,URQUHART|DARNELL|43226,"Urquhart, Darnell E",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,
D02835E04294F32381A586FB7A4AECFE,1366,,02/02/2007 13:01:03,02/02/2007 13:01:03,CN=HRC-Transfer/OU=Agents/O=TACOM,,RQ000668,Cartlewood,Jr.,Mary,W,Self,Mary W Cartlewood,5537 Ridgway Ave,Huntsville,AL,35844,(610) 555-1392,mary.cartlewood@example.com,Mail,HRC,02/02/2007,Yes,02/02/2007,CARTLEWOOD|MARY|35844,"Cartlewood, Mary W",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,
1D4C9B5C8642045C3B8F2C135635DDE2,136A,,12/27/2024 09:23:20,12/27/2024 09:23:20,CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM,,RQ000669,Altamirano-Diaz,Sr.,Norman,C,Daughter,Jessica Altamirano,8290 Marshall St,Fargo,ND,58194,(267) 555-1627,,Mail,Manual,12/27/2024,Yes,12/27/2024,ALTAMIRANO-DIAZ|NORMAN|58194,"Altamirano-Diaz, Norman C",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,
A70548940FBFCEFFB8B343045BC15672,136E,,12/26/2004 13:14:01,12/26/2004 13:14:01,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,RQ000670,Fortenbury,,Mary,P,Spouse,Ruth Fortenbury,5774 Birch Dr,Portland,OR,97222,(610) 555-1047,mary.fortenbury@example.com,Phone,Manual,12/26/2004,Yes,,FORTENBURY|MARY|97222,"Fortenbury, Mary P",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,
D1453B060F7E7A1B2DD44EFA4466D286,1372,,02/04/2010 07:12:48,02/04/2010 07:12:48,CN=HRC-Transfer/OU=Agents/O=TACOM,,RQ000671,Everleigh,Jr.,Richard,R,Son,Norman Everleigh,5342 Walnut Blvd,Toledo,OH,43678-3558,(484) 555-1709,richard.everleigh@example.com,Mail,HRC,02/04/2010,Yes,,EVERLEIGH|RICHARD|43678,"Everleigh, Richard R",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,
B9873D3A0129CC049C9B4E0BDC03B237,1376,,02/24/2012 09:40:39,02/24/2012 09:40:39,CN=HRC-Transfer/OU=Agents/O=TACOM,,RQ000672,Kirkbride Jr.,,Linda,,Self,Linda Kirkbride,5213 Patton Blvd,Knoxville,TN,37947,(856) 555-1493,linda.kirkbride@example.com,E-mail,NPRC,02/24/2012,No,,KIRKBRIDE JR.|LINDA|37947,"Kirkbride Jr., Linda",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,
94C642B0D50AA21EB31B7E9CAE555171,137A,,04/09/2005 10:04:44,04/09/2005 10:04:44,CN=Benedetta Kowalczyk/OU=CHPSID/O=TACOM,,RQ000673,Altamirano-Diaz,Sr.,Elizabeth,K,Self,Elizabeth K Altamirano-Diaz,7190 Marshall St,Phoenix,AZ,85088,(215) 555-1685,,E-mail,Manual,04/09/2005,No,,ALTAMIRANO-DIAZ|ELIZABETH|85088,"Altamirano-Diaz, Elizabeth K",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,
05B2BB6FBF4A7336185206CA478D9F93,137E,,10/02/2024 07:15:53,10/02/2024 07:15:53,CN=HRC-Transfer/OU=Agents/O=TACOM,,RQ000674,Fennimark,,Frances,T,Self,Frances T Fennimark,3593 Magnolia Way,Denver,CO,80224,,frances.fennimark@example.com,Mail,HRC,10/02/2024,Yes,10/02/2024,FENNIMARK|FRANCES|80224,"Fennimark, Frances T",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,
C4A1D192C4306ADFB42022695D39181E,1382,,12/29/2023 09:03:00,12/29/2023 09:03:00,CN=HRC-Transfer/OU=Agents/O=TACOM,,RQ000675,Lattimore,,Christopher,N,Grandchild,Stephanie Lattimore,1235 Maple Dr,Detroit,MI,48233,(717) 555-1235,christopher.lattimore@example.com,Mail,HRC,12/29/2023,No,,LATTIMORE|CHRISTOPHER|48233,"Lattimore, Christopher",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,
CFC4A7D681180B42BF336C3CAF8B74BB,1386,,08/28/2020 17:43:41,08/28/2020 17:43:41,CN=HRC-Transfer/OU=Agents/O=TACOM,,RQ000676,Barrowclough,III,Jeffrey,,Parent,Terrence Barrowclough,387 Oak Rd Apt 28B,Harrisburg,PA,17179-8459,,,Phone,HRC,08/28/2020,Yes,08/28/2020,BARROWCLOUGH|JEFFREY|17179,"Barrowclough, Jeffrey",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,
B80E9417B379200A128A4166D8F34C06,138A,,02/24/2008 09:49:38,02/24/2008 09:49:38,CN=HRC-Transfer/OU=Agents/O=TACOM,,RQ000677,Trevino-Hale,,Brian,J,Self,Brian J Trevino-Hale,383 Pershing Ct,Toledo,OH,43698,(703) 555-1013,,Phone,NPRC,02/24/2008,Yes,02/24/2008,TREVINO-HALE|BRIAN|43698,"Trevino-Hale, Brian J",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,
581E02136352A309A0A6EDA8A58906BF,138E,,05/18/2022 11:46:45,05/18/2022 11:46:45,CN=HRC-Transfer/OU=Agents/O=TACOM,,RQ000678,Dellacroix,Jr.,David,D,Self,David D Dellacroix,2617 Laurel Ter,Sacramento,CA,95892-2545,(856) 555-1920,,Mail,HRC,05/18/2022,Yes,05/18/2022,DELLACROIX|DAVID|95892,"Dellacroix, David D",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,
E7BFC1DFAC6DF2228133452DD8E4AEDA,1392,,09/10/2005 15:07:21,09/10/2005 15:07:21,CN=HRC-Transfer/OU=Agents/O=TACOM,,RQ000679,Underhill-Voss,,Steven,,Daughter,Stephanie Underhill,7295 Walnut St,Phoenix,AZ,85056,(302) 555-1568,,Phone,HRC,09/10/2005,Yes,09/10/2005,UNDERHILL-VOSS|STEVEN|85056,"Underhill-Voss, Steven",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,
611884A88EABB4BE4655D8BD7E2E0495,1396,,03/28/2026 12:07:20,03/28/2026 12:07:20,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,RQ000680,Quimbley,,Raymond G,G,Spouse,Rafael Quimbley,9032 Bradley Blvd,Seattle,WA,98141,(484) 555-1517,,Phone,Manual,03/28/2026,No,,QUIMBLEY|RAYMOND G|98141,"Quimbley, Raymond G",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,
3C5C259C7DBB55FB25DA554B5595F68E,139A,,02/28/2015 09:48:10,02/28/2015 09:48:10,CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM,,RQ000681,Jarvinen-Roe,Jr.,Hector,T,Daughter,Virginia Jarvinen,4008 Ridgway Ter,Shreveport,LA,71121,(703) 555-1251,hector.jarvinen@example.com,Phone,Manual,02/28/2015,Yes,02/28/2015,JARVINEN-ROE|HECTOR|71121,"Jarvinen-Roe, Hector T",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,
BE0066F9C8DE36953CD14E87B7AAFA04,139E,,11/07/2009 11:45:03,11/07/2009 11:45:03,CN=HRC-Transfer/OU=Agents/O=TACOM,,RQ000682,Palomares,,Thomas,M,Daughter,Linda Palomares,7060 Bradley Ter,Worcester,MA,01687,(610) 555-1267,,Mail,HRC,11/07/2009,Yes,11/07/2009,PALOMARES|THOMAS|01687,"Palomares, Thomas M",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,
D1B7D56F84B8F3CD04293ACCBE83EFB4,13A2,,05/02/2008 12:56:47,05/02/2008 12:56:47,CN=Marlene Okafor/OU=CHPSID/O=TACOM,,RQ000683,Stroudmoor,Jr.,Jessica,,Self,Jessica Stroudmoor,517 Sycamore Pl,Tampa,FL,33601,(540) 555-1408,,Mail,Manual,05/02/2008,No,05/02/2008,STROUDMOOR|JESSICA|33601,"Stroudmoor, Jessica",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,
19943C7EF816484B23B39189A72E50D0,13A6,,08/17/2014 09:15:39,08/17/2014 09:15:39,CN=HRC-Transfer/OU=Agents/O=TACOM,,RQ000684,Hollinbeck,III,Luis,A,Self,Luis A Hollinbeck,4162 Oak Ct,Manchester,NH,03132,,luis.hollinbeck@example.com,Phone,HRC,08/17/2014,Yes,08/17/2014,HOLLINBECK|LUIS|03132,"Hollinbeck, Luis A",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,
4DE6E5464C32CBA88ABE78478E280F41,13AA,,05/13/2024 11:16:00,05/13/2024 11:16:00,CN=HRC-Transfer/OU=Agents/O=TACOM,,RQ000685,Prendergast,Sr.,Timothy,C,Self,Timothy C Prendergast,2991 Magnolia Dr,Toledo,OH,43614,,,Phone,HRC,05/13/2024,Yes,,PRENDERGAST|TIMOTHY|43614,"Prendergast, Timothy C",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,
E8CEFB2F1B606FE5AFB8C08F5FBE686A,13AE,,06/19/2015 11:27:20,06/19/2015 11:27:20,CN=HRC-Transfer/OU=Agents/O=TACOM,,RQ000686,Okonkwo-Bell,Jr.,Robert,,Son,Christopher Okonkwo,1328 Sycamore Dr,Columbus,OH,43242,,,Mail,NPRC,06/19/2015,No,,OKONKWO-BELL|ROBERT|43242,"Okonkwo-Bell, Robert",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,
8A158295944557B2A4E26C4D48A15577,13B2,,01/11/2006 10:10:04,01/11/2006 10:10:04,CN=Benedetta Kowalczyk/OU=CHPSID/O=TACOM,,RQ000687,Zimmerly,Sr.,Barbara,R,Self,Barbara R Zimmerly,61 Cedar Ln,Killeen,TX,76585-4607,(267) 555-1088,,Mail,Congressional,01/11/2006,Yes,01/11/2006,ZIMMERLY|BARBARA|76585,"Zimmerly, Barbara R",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,
2E94077C64432C720FDCCE79BAFE11AB,13B6,,01/31/2026 15:33:15,01/31/2026 15:33:15,CN=Benedetta Kowalczyk/OU=CHPSID/O=TACOM,,RQ000688,Lockridge,III,B.,C,Self,Barbara C Lockridge,9676 Ridgway Dr,Oklahoma City,OK,73152,(215) 555-1775,,Mail,Manual,01/31/2026,No,,LOCKRIDGE|B.|73152,"Lockridge, B.",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,
6195228083A8FB6F5D55F214D1B007E6,13BA,,11/22/2023 08:19:17,11/22/2023 08:19:17,CN=Benedetta Kowalczyk/OU=CHPSID/O=TACOM,,RQ000689,Barrowclough,,Heather,P,Self,Heather P Barrowclough,6673 Birch Blvd,Toledo,OH,43604,(302) 555-1619,,Phone,Congressional,11/22/2023,Yes,,BARROWCLOUGH|HEATHER|43604,"Barrowclough, Heather P",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,
FEF4D27988018276038F029911FE5544,13BE,,08/30/2025 13:42:10,08/30/2025 13:42:10,CN=HRC-Transfer/OU=Agents/O=TACOM,,RQ000690,Drakeford Jr.,,Frances,G,Spouse,Nancy Drakeford,502 Bradley Ln,Orlando,FL,32892,(484) 555-1732,frances.drakeford@example.com,E-mail,NPRC,08/30/2025,No,,DRAKEFORD JR.|FRANCES|32892,"Drakeford Jr., Frances",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,RQ000563
796413B83D56F80156200014681E31BC,13C2,,07/23/2020 17:18:32,07/23/2020 17:18:32,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,RQ000691,Redfearn,Jr.,Donna,,Self,Donna Redfearn,8007 Dogwood Dr,Los Angeles,CA,90093,(703) 555-1740,,Mail,Congressional,07/23/2020,No,07/23/2020,REDFEARN|DONNA|90093,"Redfearn, Donna",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,
B01C8829CD85419FBDA0B70183D50F21,13C6,,11/03/2016 15:16:42,11/03/2016 15:16:42,CN=HRC-Transfer/OU=Agents/O=TACOM,,RQ000692,Xanthopoulos,,Linda,,Self,Linda Xanthopoulos,8052 Willow Ct Apt 1B,Charleston,WV,25394-9508,(540) 555-1377,linda.xanthopoulos@example.com,Mail,HRC,11/03/2016,No,,XANTHOPOULOS|LINDA|25394,"Xanthopoulos, Linda",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,
6E54845E7B6EA588B78C121FCC1AC136,13CA,,04/20/2004 09:41:00,04/20/2004 09:41:00,CN=HRC-Transfer/OU=Agents/O=TACOM,,RQ000693,Cartlewood,,David,C,Self,David C Cartlewood,9821 Washington Rd Apt 13A,Shreveport,LA,71100,(717) 555-1127,,Phone,HRC,04/20/2004,Yes,,CARTLEWOOD|DAVID|71100,"Cartlewood, David C",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,
29AD894C37A14F6345023D4C1C187472,13CE,,03/24/2018 08:32:14,03/24/2018 08:32:14,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,RQ000694,Zimmerly,III,Thomas,,Self,Thomas Zimmerly,3700 Maple Blvd,Albany,NY,12233,(410) 555-1340,,Phone,Manual,03/24/2018,Yes,03/24/2018,ZIMMERLY|THOMAS|12233,"Zimmerly, Thomas",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,
C9A81EA6D531BFA869A15D930F881973,13D2,,05/14/2020 12:57:06,05/14/2020 12:57:06,CN=HRC-Transfer/OU=Agents/O=TACOM,,RQ000695,Galbreath,,Margaret,E,Spouse,Luis Galbreath,8206 Jefferson Ter,El Paso,TX,79914,(302) 555-1684,margaret.galbreath@example.com,Mail,NPRC,05/14/2020,Yes,,GALBREATH|MARGARET|79914,"Galbreath, Margaret E",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,
9D0D7423690F29347882C39106CF59D5,13D6,,02/05/2016 17:25:29,02/05/2016 17:25:29,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,RQ000696,Nakashima,,Linda,M,Son,Nancy Nakashima,5673 Willow Blvd,Harrisburg,PA,17179,(540) 555-1636,,E-mail,Congressional,02/05/2016,Yes,02/05/2016,NAKASHIMA|LINDA|17179,"Nakashima, Linda M",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,
390ED045228438D566F8AFBA8D007C47,13DA,,03/23/2012 17:08:23,03/23/2012 17:08:23,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,RQ000697,Zellinger,Sr.,William,L,Self,William L Zellinger,4117 Eisenhower Way,Columbus,OH,43241,(302) 555-1713,william.zellinger@example.com,Mail,Congressional,03/23/2012,Yes,03/23/2012,ZELLINGER|WILLIAM|43241,"Zellinger, William L",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,
6C604B3E7A559027848635233FF7DCAE,13DE,,02/28/2006 09:56:21,02/28/2006 09:56:21,CN=HRC-Transfer/OU=Agents/O=TACOM,,RQ000698,Vosburgh,,Joshua,G,Spouse,Darnell Vosburgh,2021 Madison Ln,Nashville,TN,37249-5800,(302) 555-1913,,Mail,NPRC,02/28/2006,Yes,,VOSBURGH|JOSHUA|37249,"Vosburgh, Joshua G",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,
C4211936C40F9BDA7923DCF49B25CFF7,13E2,,05/20/2007 09:34:00,05/20/2007 09:34:00,CN=Benedetta Kowalczyk/OU=CHPSID/O=TACOM,,RQ000699,Wickersham,,Anthony,W,Self,Anthony W Wickersham,9345 Elm Pl,Albany,NY,12205-5705,(215) 555-1600,,Mail,Congressional,05/20/2007,Yes,05/20/2007,WICKERSHAM|ANTHONY|12205,"Wickersham, Anthony W",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,
268C024459781AB5F1C0A920A461C9E7,13E6,,03/22/2006 16:47:30,03/22/2006 16:47:30,CN=HRC-Transfer/OU=Agents/O=TACOM,,RQ000700,Maldonado-Vega,III,Sandra,F,Self,Sandra F Maldonado-Vega,499 Oak Pl,Tacoma,WA,98486,(540) 555-1505,,Mail,HRC,03/22/2006,Yes,,MALDONADO-VEGA|SANDRA|98486,"Maldonado-Vega, Sandra F",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,
264DF9F6721F9A2EE10E135C3F95AA8A,13EA,,12/22/2007 11:38:10,12/22/2007 11:38:10,CN=HRC-Transfer/OU=Agents/O=TACOM,,RQ000701,Whitlock-Bay,,Stephanie,W,Spouse,Lisa Whitlock,6440 Oak Dr,Lawton,OK,73503,(540) 555-1542,stephanie.whitlock@example.com,E-mail,NPRC,12/22/2007,Yes,12/22/2007,WHITLOCK-BAY|STEPHANIE|73503,"Whitlock-Bay, Stephanie W",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,
