UNID,NoteID,ParentUNID,Created,Modified,LastUpdatedBy,Attachments,JobNumber,CaseNumber,VeteranName,JobStatus,Priority,Items,EngravingText,Font,Machine,ProofChecked,QueuedDate,StartedDate,CompletedDate,Engraver,ReworkCount,Notes,DocReaders,DaysInQueue
CA11E17A78069E900F5C6004B6233EB3,CDD6,,10/06/2025 10:04:30,10/10/2025 12:04:30,CN=Hector Amundsen/OU=CHPSID/O=TACOM,,ENG-2025-00184,VMA-2025-000020,"Kestleman, Walter",Complete,Congressional,Army Commendation Medal :: W. KESTLEMAN,W. KESTLEMAN,Block,Laser-2,Spelling verified against authorization record;Award matches line item,10/06/2025 10:04:30,10/07/2025 10:04:30,10/10/2025 12:04:30,CN=Hector Amundsen/OU=CHPSID/O=TACOM,0,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,4
2B351C69DFD2AAE97A79232CC42C706A,CDDA,,10/22/2023 20:11:05,11/08/2023 00:11:05,CN=Hector Amundsen/OU=CHPSID/O=TACOM,,ENG-2023-00378,VMA-2023-000021,"Vosburgh, Patricia",Complete,Expedite,Army Commendation Medal :: P. VOSBURGH,P. VOSBURGH,Block,Laser-1,Spelling verified against authorization record;Award matches line item,10/22/2023 20:11:05,10/25/2023 20:11:05,11/08/2023 00:11:05,CN=Hector Amundsen/OU=CHPSID/O=TACOM,1,Rework: name misspelled on first pass - verified against DD-214.,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,17
31CBF1E654C25B7BDBE0F71DCD6F182D,CDDE,,08/02/2026 17:49:50,08/02/2026 17:49:50,CN=Benedetta Kowalczyk/OU=CHPSID/O=TACOM,,ENG-2026-00469,VMA-2026-000193,"Washington, Carl",Queued,Routine,Bronze Star Medal :: C. WASHINGTON;Army Commendation Medal :: C. WASHINGTON,C. WASHINGTON,Block,,,08/02/2026 17:49:50,,,,0,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,30
12DAF0591BA5E6F3BD426AA3D3C9EE6A,CDE2,,10/19/2014 12:02:18,10/30/2014 17:02:18,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,,ENG-2014-00940,VMA-2014-000076,"Stanwycke, Thomas",Complete,Congressional,Air Medal :: T. S. STANWYCKE;Bronze Star Medal :: T. S. STANWYCKE,T. S. STANWYCKE,Block,Laser-1,Spelling verified against authorization record;Award matches line item,10/19/2014 12:02:18,10/23/2014 12:02:18,10/30/2014 17:02:18,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,0,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,11
D65408491D6111FDDEC7242E96558D29,CDE6,,03/09/2022 19:53:32,03/24/2022 21:53:32,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,,ENG-2022-00722,VMA-2022-000057,"Stanwycke, Karen",Complete,Congressional,Army Commendation Medal :: K. B. STANWYCKE,K. B. STANWYCKE,Block,Hand,Spelling verified against authorization record;Award matches line item,03/09/2022 19:53:32,03/10/2022 19:53:32,03/24/2022 21:53:32,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,0,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,15
940DB075FF15C6779E56193714D1FEC8,CDEA,,01/11/2015 11:30:02,01/17/2015 16:30:02,CN=Hector Amundsen/OU=CHPSID/O=TACOM,,ENG-2015-00626,VMA-2015-000053,"Isherwood, Anthony",Complete,Routine,Army Commendation Medal :: A. ISHERWOOD,A. ISHERWOOD,Block,Rotary-A,Spelling verified against authorization record;Award matches line item,01/11/2015 11:30:02,01/15/2015 11:30:02,01/17/2015 16:30:02,CN=Hector Amundsen/OU=CHPSID/O=TACOM,0,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,6
F9FDC57FA4F7C9C1C3F97EB0CBE7F7FF,CDEE,,09/07/2017 18:54:00,09/18/2017 19:54:00,CN=Hector Amundsen/OU=CHPSID/O=TACOM,,ENG-2017-00890,VMA-2017-000072,"Trevino, Ernesto",Complete,Routine,Army Commendation Medal :: E. L. TREVINO;Purple Heart :: E. L. TREVINO,E. L. TREVINO,Block,Laser-1,Spelling verified against authorization record;Award matches line item,09/07/2017 18:54:00,09/08/2017 18:54:00,09/18/2017 19:54:00,CN=Hector Amundsen/OU=CHPSID/O=TACOM,0,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,11
4F5D4461D51774618832E39254DA70EA,CDF2,,07/25/2012 08:29:33,08/07/2012 10:29:33,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,,ENG-2012-01124,VMA-2012-000103,"Everleigh, Darnell",Complete,Routine,Purple Heart :: D. EVERLEIGH,D. EVERLEIGH,Roman,Rotary-A,Spelling verified against authorization record;Award matches line item,07/25/2012 08:29:33,07/28/2012 08:29:33,08/07/2012 10:29:33,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,0,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,13
5D2EAD283FFEBF110EB17A71B127AAE3,CDF6,,11/04/2024 15:37:39,11/13/2024 17:37:39,CN=Hector Amundsen/OU=CHPSID/O=TACOM,,ENG-2024-00270,VMA-2024-000028,"Prendergast, Arthur",Complete,Routine,Air Medal :: A. F. PRENDERGAST;Army Commendation Medal :: A. F. PRENDERGAST,A. F. PRENDERGAST,Roman,Laser-1,Spelling verified against authorization record;Award matches line item,11/04/2024 15:37:39,11/05/2024 15:37:39,11/13/2024 17:37:39,CN=Hector Amundsen/OU=CHPSID/O=TACOM,0,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,9
B79CC8DEEF9DCE635E82E80E150AC532,CDFA,,04/11/2026 16:34:25,04/17/2026 19:34:25,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,,ENG-2026-00556,VMA-2026-000236,"Cartlewood, Ryan",Complete,Routine,Army Commendation Medal :: R. CARTLEWOOD,R. CARTLEWOOD,Block,Hand,Spelling verified against authorization record;Award matches line item,04/11/2026 16:34:25,04/14/2026 16:34:25,04/17/2026 19:34:25,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,0,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,6
46BA15A2EE7E341DB1686B207F982149,CDFE,,01/25/2020 08:24:40,02/07/2020 08:24:40,CN=Hector Amundsen/OU=CHPSID/O=TACOM,,ENG-2020-00090,VMA-2020-000007,"Nakashima, Gary",Complete,Routine,Purple Heart :: G. A. NAKASHIMA,G. A. NAKASHIMA,Roman,Hand,Spelling verified against authorization record;Award matches line item,01/25/2020 08:24:40,01/26/2020 08:24:40,02/07/2020 08:24:40,CN=Hector Amundsen/OU=CHPSID/O=TACOM,0,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,13
6033379DC5976AC8C3FB32A6769ED900,CE02,,01/02/2010 21:37:09,01/20/2010 22:37:09,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,,ENG-2010-00471,VMA-2009-000026,"Barrowclough, Brian",Complete,Routine,Silver Star :: B. BARROWCLOUGH,B. BARROWCLOUGH,Block,Hand,Spelling verified against authorization record;Award matches line item,01/02/2010 21:37:09,01/06/2010 21:37:09,01/20/2010 22:37:09,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,0,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,18
4EA0B0BA3785FB9BA5E1A26574658B96,CE06,,07/04/2010 11:15:54,07/19/2010 15:15:54,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,,ENG-2010-01089,VMA-2010-000074,"Okonkwo, Melissa",Complete,Routine,Silver Star :: M. T. OKONKWO,M. T. OKONKWO,Block,Hand,Spelling verified against authorization record;Award matches line item,07/04/2010 11:15:54,07/06/2010 11:15:54,07/19/2010 15:15:54,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,0,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,15
35678725FBDAA7BEAF8F3FFD4CAB825A,CE0A,,04/02/2026 10:00:43,04/09/2026 14:00:43,CN=Hector Amundsen/OU=CHPSID/O=TACOM,,ENG-2026-00709,VMA-2026-000301,"Fortenbury, Andre",Complete,Routine,Purple Heart :: A. T. FORTENBURY,A. T. FORTENBURY,Block,Laser-1,Spelling verified against authorization record;Award matches line item,04/02/2026 10:00:43,04/02/2026 10:00:43,04/09/2026 14:00:43,CN=Hector Amundsen/OU=CHPSID/O=TACOM,0,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,7
0C1FB2CCBBFA0FB20232596ED1E37E67,CE0E,,06/12/2004 16:38:10,06/30/2004 17:38:10,CN=Hector Amundsen/OU=CHPSID/O=TACOM,,ENG-2004-01345,VMA-2004-000078,"Stanwycke, Michael",Complete,Expedite,Army Commendation Medal :: M. STANWYCKE,M. STANWYCKE,Block,Laser-1,Spelling verified against authorization record;Award matches line item,06/12/2004 16:38:10,06/12/2004 16:38:10,06/30/2004 17:38:10,CN=Hector Amundsen/OU=CHPSID/O=TACOM,0,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,18
869562F03E626CDFE4ACAC11A54473E5,CE12,,04/11/2022 19:40:16,04/25/2022 21:40:16,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,,ENG-2022-01289,VMA-2022-000088,"Ashcroft, Brian",Complete,Routine,Bronze Star Medal :: B. ASHCROFT;Army Commendation Medal :: B. ASHCROFT;Silver Star :: B. ASHCROFT,B. ASHCROFT,Roman,Rotary-A,Spelling verified against authorization record;Award matches line item,04/11/2022 19:40:16,04/15/2022 19:40:16,04/25/2022 21:40:16,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,0,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,14
C3BCEDE09BE28303EC72AC13DC60EE95,CE16,,02/03/2007 17:51:50,02/07/2007 22:51:50,CN=Hector Amundsen/OU=CHPSID/O=TACOM,,ENG-2007-01412,VMA-2007-000091,"Ellingboe, Donna",Complete,Routine,Purple Heart :: D. ELLINGBOE,D. ELLINGBOE,Block,Rotary-A,Spelling verified against authorization record;Award matches line item,02/03/2007 17:51:50,02/07/2007 17:51:50,02/07/2007 22:51:50,CN=Hector Amundsen/OU=CHPSID/O=TACOM,0,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,4
65A660A357E480927587A7BA54660011,CE1A,,08/27/2004 14:34:40,09/04/2004 18:34:40,CN=Hector Amundsen/OU=CHPSID/O=TACOM,,ENG-2004-01408,VMA-2004-000083,"Haverstock, Leonard",Complete,Routine,Distinguished Flying Cross :: L. B. HAVERSTOCK,L. B. HAVERSTOCK,Script,Laser-2,Spelling verified against authorization record;Award matches line item,08/27/2004 14:34:40,08/31/2004 14:34:40,09/04/2004 18:34:40,CN=Hector Amundsen/OU=CHPSID/O=TACOM,0,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,8
7B4B03E7570EB4DD8BF2CDC236959010,CE1E,,12/22/2019 15:34:01,12/26/2019 18:34:01,CN=Hector Amundsen/OU=CHPSID/O=TACOM,,ENG-2019-00809,VMA-2019-000067,"Lattimore, David",Complete,Congressional,Army Commendation Medal :: D. G. LATTIMORE;Air Medal :: D. G. LATTIMORE,D. G. LATTIMORE,Roman,Laser-1,Spelling verified against authorization record;Award matches line item,12/22/2019 15:34:01,12/22/2019 15:34:01,12/26/2019 18:34:01,CN=Hector Amundsen/OU=CHPSID/O=TACOM,1,Rework: name misspelled on first pass - verified against DD-214.,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,4
293D32F3DB73173FBA58C8D743833ECD,CE22,,08/11/2021 13:19:26,08/17/2021 15:19:26,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,,ENG-2021-01160,VMA-2021-000096,"Lockridge, Arthur",Complete,Congressional,Army Commendation Medal :: A. P. LOCKRIDGE,A. P. LOCKRIDGE,Script,Hand,Spelling verified against authorization record;Award matches line item,08/11/2021 13:19:26,08/15/2021 13:19:26,08/17/2021 15:19:26,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,0,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,6
745552CE5ED048A92128E4B66D2EE209,CE26,,02/21/2009 14:21:19,02/26/2009 14:21:19,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,,ENG-2009-00981,VMA-2009-000074,"Jankowitz, Andrew",Complete,Expedite,Army Commendation Medal :: A. F. JANKOWITZ,A. F. JANKOWITZ,Block,Hand,Spelling verified against authorization record;Award matches line item,02/21/2009 14:21:19,02/22/2009 14:21:19,02/26/2009 14:21:19,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,0,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,5
57358777977531FADFE3D151A2090275,CE2A,,06/24/2012 20:32:39,07/11/2012 00:32:39,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,,ENG-2012-00515,VMA-2012-000048,"Templeton, John",Complete,Congressional,Bronze Star Medal :: J. J. TEMPLETON,J. J. TEMPLETON,Block,Laser-1,Spelling verified against authorization record;Award matches line item,06/24/2012 20:32:39,06/25/2012 20:32:39,07/11/2012 00:32:39,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,0,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,17
233435B29B1F75C583B97C2766894D32,CE2E,,06/24/2026 17:14:33,06/25/2026 17:14:33,CN=Hector Amundsen/OU=CHPSID/O=TACOM,,ENG-2026-00897,VMA-2026-000396,"Vandermolen, Leonard",Rework,Routine,Bronze Star Medal :: L. A. VANDERMOLEN,L. A. VANDERMOLEN,Roman,Rotary-A,,06/24/2026 17:14:33,06/25/2026 17:14:33,,CN=Hector Amundsen/OU=CHPSID/O=TACOM,1,Rework: name misspelled on first pass - verified against DD-214.,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,69
B606C59C1539AC72711673AD3C4C340F,CE32,,04/07/2005 11:46:59,04/13/2005 16:46:59,CN=Hector Amundsen/OU=CHPSID/O=TACOM,,ENG-2005-00018,VMA-2005-000004,"Zimmerly, Patricia",Complete,Congressional,Silver Star :: P. E. ZIMMERLY;Air Medal :: P. E. ZIMMERLY,P. E. ZIMMERLY,Block,Rotary-A,Spelling verified against authorization record;Award matches line item,04/07/2005 11:46:59,04/08/2005 11:46:59,04/13/2005 16:46:59,CN=Hector Amundsen/OU=CHPSID/O=TACOM,0,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,6
C71DED8F7A2F39C7383BD6FAB31A775B,CE36,,09/14/2023 13:13:50,09/21/2023 14:13:50,CN=Hector Amundsen/OU=CHPSID/O=TACOM,,ENG-2023-00501,VMA-2023-000028,"Zabrowski, Helen",Complete,Expedite,Distinguished Flying Cross :: H. C. ZABROWSKI;Silver Star :: H. C. ZABROWSKI;Purple Heart :: H. C. ZABROWSKI;Air Medal :: H. C. ZABROWSKI,H. C. ZABROWSKI,Block,Rotary-A,Spelling verified against authorization record;Award matches line item,09/14/2023 13:13:50,09/16/2023 13:13:50,09/21/2023 14:13:50,CN=Hector Amundsen/OU=CHPSID/O=TACOM,0,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,7
63D4F15F8D7EC256EF1ACA0C015C12F1,CE3A,,09/21/2011 16:38:11,10/04/2011 21:38:11,CN=Hector Amundsen/OU=CHPSID/O=TACOM,,ENG-2011-00383,VMA-2011-000032,"Zapata-Kell, Anthony",Complete,Routine,Distinguished Flying Cross :: A. R. ZAPATA-KELL,A. R. ZAPATA-KELL,Script,Hand,Spelling verified against authorization record;Award matches line item,09/21/2011 16:38:11,09/25/2011 16:38:11,10/04/2011 21:38:11,CN=Hector Amundsen/OU=CHPSID/O=TACOM,0,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,13
824DD342C148BD70BB5A0FF246D17CCA,CE3E,,11/18/2006 17:56:35,12/01/2006 17:56:35,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,,ENG-2006-00678,VMA-2006-000051,"Zimmerly, Dorothy",Complete,Expedite,Air Medal :: D. T. ZIMMERLY;Silver Star :: D. T. ZIMMERLY,D. T. ZIMMERLY,Roman,Rotary-A,Spelling verified against authorization record;Award matches line item,11/18/2006 17:56:35,11/18/2006 17:56:35,12/01/2006 17:56:35,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,0,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,13
9058225CCAE1A498125AE6DC4D3B8BF4,CE42,,03/09/2005 13:55:54,03/14/2005 14:55:54,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,,ENG-2005-01391,VMA-2005-000099,"Wickersham Jr., Christopher",Complete,Routine,Air Medal :: C. S. WICKERSHAM JR.,C. S. WICKERSHAM JR.,Roman,Hand,Spelling verified against authorization record;Award matches line item,03/09/2005 13:55:54,03/12/2005 13:55:54,03/14/2005 14:55:54,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,0,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,5
3CDFAA4A59163516DAA0AE5D4937B28E,CE46,,09/26/2005 12:51:27,10/08/2005 14:51:27,CN=Hector Amundsen/OU=CHPSID/O=TACOM,,ENG-2005-00425,VMA-2005-000048,"Sallisaw, Howard",Complete,Routine,Distinguished Flying Cross :: H. G. SALLISAW,H. G. SALLISAW,Block,Rotary-A,Spelling verified against authorization record;Award matches line item,09/26/2005 12:51:27,09/30/2005 12:51:27,10/08/2005 14:51:27,CN=Hector Amundsen/OU=CHPSID/O=TACOM,0,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,12
82EC8F3A0DB694E49BDD3A72971182EA,CE4A,,12/14/2004 17:48:58,12/26/2004 21:48:58,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,,ENG-2004-00701,VMA-2004-000044,"Rathbourne, Barbara",Complete,Routine,Army Commendation Medal :: B. RATHBOURNE,B. RATHBOURNE,Roman,Laser-1,Spelling verified against authorization record;Award matches line item,12/14/2004 17:48:58,12/15/2004 17:48:58,12/26/2004 21:48:58,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,0,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,12
782FED550D64D66C8A87B8915EC5CBC9,CE4E,,03/05/2016 17:10:21,03/08/2016 20:10:21,CN=Hector Amundsen/OU=CHPSID/O=TACOM,,ENG-2016-00133,VMA-2016-000008,"Washington, John",Complete,Congressional,Silver Star :: J. D. WASHINGTON;Purple Heart :: J. D. WASHINGTON,J. D. WASHINGTON,Roman,Hand,Spelling verified against authorization record;Award matches line item,03/05/2016 17:10:21,03/05/2016 17:10:21,03/08/2016 20:10:21,CN=Hector Amundsen/OU=CHPSID/O=TACOM,0,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,3
A399B2EA209C7E0F9B100DD00C40ABF4,CE52,,03/05/2014 18:17:21,03/19/2014 22:17:21,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,,ENG-2014-00842,VMA-2014-000068,"Wickersham, Timothy",Complete,Routine,Purple Heart :: T. P. WICKERSHAM,T. P. WICKERSHAM,Script,Rotary-A,Spelling verified against authorization record;Award matches line item,03/05/2014 18:17:21,03/08/2014 18:17:21,03/19/2014 22:17:21,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,0,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,14
16966320685C3F55EC0280885C0E439A,CE56,,03/26/2007 12:19:27,04/09/2007 15:19:27,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,,ENG-2007-00466,VMA-2007-000034,"Lockridge, Daniel",Complete,Routine,Purple Heart :: D. LOCKRIDGE;Bronze Star Medal :: D. LOCKRIDGE;Air Medal :: D. LOCKRIDGE,D. LOCKRIDGE,Block,Laser-1,Spelling verified against authorization record;Award matches line item,03/26/2007 12:19:27,03/26/2007 12:19:27,04/09/2007 15:19:27,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,0,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,14
74DED190C525BFB8511DE22ABE14F1BD,CE5A,,06/27/2020 12:13:26,07/15/2020 12:13:26,CN=Hector Amundsen/OU=CHPSID/O=TACOM,,ENG-2020-00065,VMA-2020-000004,"Guajardo, Carol",Complete,Congressional,Silver Star :: C. J. GUAJARDO,C. J. GUAJARDO,Block,Rotary-A,Spelling verified against authorization record;Award matches line item,06/27/2020 12:13:26,06/28/2020 12:13:26,07/15/2020 12:13:26,CN=Hector Amundsen/OU=CHPSID/O=TACOM,1,Rework: name misspelled on first pass - verified against DD-214.,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,18
F1A137557A7104B792C2A94A72E85B6C,CE5E,,05/04/2026 11:28:02,05/04/2026 11:28:02,CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM,,ENG-2026-00869,VMA-2026-000381,"Dunmore-Vey, Angela",Queued,Routine,Army Commendation Medal :: A. K. DUNMORE-VEY,A. K. DUNMORE-VEY,Block,,,05/04/2026 11:28:02,,,,0,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,120
8212010842B9D407A246D699DCC1E4D8,CE62,,06/24/2024 13:09:35,07/04/2024 15:09:35,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,,ENG-2024-01310,VMA-2024-000107,"Vanterpool, Matthew",Complete,Routine,Silver Star :: M. J. VANTERPOOL,M. J. VANTERPOOL,Roman,Hand,Spelling verified against authorization record;Award matches line item,06/24/2024 13:09:35,06/26/2024 13:09:35,07/04/2024 15:09:35,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,0,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,10
85180BE8B2A08C991323410555D1DF89,CE66,,02/27/2015 17:29:41,03/03/2015 20:29:41,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,,ENG-2015-00743,VMA-2015-000065,"Jarvinen, Karen",Complete,Routine,Bronze Star Medal :: K. W. JARVINEN,K. W. JARVINEN,Block,Rotary-A,Spelling verified against authorization record;Award matches line item,02/27/2015 17:29:41,03/02/2015 17:29:41,03/03/2015 20:29:41,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,0,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,4
4090E661045D6CBF58759763954A7D5E,CE6A,,07/03/2026 18:10:42,07/03/2026 18:10:42,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,ENG-2026-00457,VMA-2026-000182,"Ledesma-Ortiz, Walter",Queued,Congressional,Bronze Star Medal :: W. LEDESMA-ORTIZ,W. LEDESMA-ORTIZ,Script,,,07/03/2026 18:10:42,,,,0,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,60
185FDA1753FA881D5005C29810E881C3,CE6E,,04/15/2011 10:40:35,04/21/2011 14:40:35,CN=Hector Amundsen/OU=CHPSID/O=TACOM,,ENG-2011-01034,VMA-2011-000087,"Barrowclough, Virginia",Complete,Routine,Army Commendation Medal :: V. C. BARROWCLOUGH,V. C. BARROWCLOUGH,Block,Hand,Spelling verified against authorization record;Award matches line item,04/15/2011 10:40:35,04/15/2011 10:40:35,04/21/2011 14:40:35,CN=Hector Amundsen/OU=CHPSID/O=TACOM,0,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,6
EBA758E5F87AC1932311DF35DE59EA44,CE72,,05/27/2011 11:21:02,06/05/2011 12:21:02,CN=Hector Amundsen/OU=CHPSID/O=TACOM,,ENG-2011-00913,VMA-2011-000081,"Vanterpool, Andre",Complete,Routine,Army Commendation Medal :: A. VANTERPOOL,A. VANTERPOOL,Roman,Laser-2,Spelling verified against authorization record;Award matches line item,05/27/2011 11:21:02,05/28/2011 11:21:02,06/05/2011 12:21:02,CN=Hector Amundsen/OU=CHPSID/O=TACOM,0,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,9
5BE346D4C0A33B071A108513639283CE,CE76,,09/12/2025 13:18:59,09/29/2025 17:18:59,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,,ENG-2025-00570,VMA-2025-000056,"Yellowley, Kevin",Complete,Routine,Purple Heart :: K. YELLOWLEY;Army Commendation Medal :: K. YELLOWLEY,K. YELLOWLEY,Block,Laser-1,Spelling verified against authorization record;Award matches line item,09/12/2025 13:18:59,09/14/2025 13:18:59,09/29/2025 17:18:59,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,0,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,17
C0D7CA2AFBDA3951C709DB02982849F1,CE7A,,06/14/2019 17:11:38,06/22/2019 17:11:38,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,,ENG-2019-00569,VMA-2019-000048,"Villanueva, Eugene",Complete,Expedite,Bronze Star Medal :: E. H. VILLANUEVA,E. H. VILLANUEVA,Script,Laser-1,Spelling verified against authorization record;Award matches line item,06/14/2019 17:11:38,06/14/2019 17:11:38,06/22/2019 17:11:38,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,0,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,8
C4C304D1119BCC7E371E1170BE4F55F8,CE7E,,11/19/2007 13:13:14,11/26/2007 17:13:14,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,,ENG-2007-00452,VMA-2007-000032,"Ormsbee, Charles",Complete,Routine,Air Medal :: C. ORMSBEE;Purple Heart :: C. ORMSBEE,C. ORMSBEE,Block,Laser-2,Spelling verified against authorization record;Award matches line item,11/19/2007 13:13:14,11/23/2007 13:13:14,11/26/2007 17:13:14,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,0,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,7
4E8CACBA2730A41B3A6115625A5962D3,CE82,,05/23/2005 20:07:33,06/07/2005 23:07:33,CN=Hector Amundsen/OU=CHPSID/O=TACOM,,ENG-2005-00923,VMA-2005-000078,"Ormsbee, Tyler",Complete,Routine,Army Commendation Medal :: T. N. ORMSBEE,T. N. ORMSBEE,Block,Rotary-A,Spelling verified against authorization record;Award matches line item,05/23/2005 20:07:33,05/27/2005 20:07:33,06/07/2005 23:07:33,CN=Hector Amundsen/OU=CHPSID/O=TACOM,0,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,15
0CE5DF6BF17CE8F9A4CB3B8657DE1715,CE86,,09/04/2016 16:10:17,09/22/2016 21:10:17,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,,ENG-2016-01336,VMA-2016-000086,"Ostrowski, Heather",Complete,Routine,Air Medal :: H. L. OSTROWSKI,H. L. OSTROWSKI,Block,Laser-2,Spelling verified against authorization record;Award matches line item,09/04/2016 16:10:17,09/04/2016 16:10:17,09/22/2016 21:10:17,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,0,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,18
